cited_by_count,publication_year,title,display_name,conference,booktitle,source,primary_location.source.display_name,primary_location.source.host_organization_name,doi,ids.doi,authorships.author.display_name,authorships.raw_author_name
1,2020,Formal Distributed Protocol Development for Reservation of Railway Sections,Formal Distributed Protocol Development for Reservation of Railway Sections,,,Lecture notes in computer science,Springer Science+Business Media,Springer Science+Business Media,https://doi.org/10.1007/978-3-030-48077-6_14,https://doi.org/10.1007/978-3-030-48077-6_14,Paulius Stankaitis | Alexei Iliasov | Tsutomu Kobayashi | Yamine Aït‐Ameur | Fuyuki Ishikawa | Alexander Romanovsky,Paulius Stankaitis | Alexei Iliasov | Tsutomu Kobayashi | Yamine Aït-Ameur | Fuyuki Ishikawa | Alexander Romanovsky
1,2020,"Verifying SGAC Access Control Policies: A Comparison of ProB, Alloy and Z3","Verifying SGAC Access Control Policies: A Comparison of ProB, Alloy and Z3",,,Lecture notes in computer science,Springer Science+Business Media,Springer Science+Business Media,https://doi.org/10.1007/978-3-030-48077-6_15,https://doi.org/10.1007/978-3-030-48077-6_15,Diego de Azevedo Oliveira | Marc Frappier,Diego de Azevedo Oliveira | Marc Frappier
1,2020,Account and Transaction Protocol of the Open Banking Standard,Account and Transaction Protocol of the Open Banking Standard,,,Lecture notes in computer science,Springer Science+Business Media,Springer Science+Business Media,https://doi.org/10.1007/978-3-030-48077-6_16,https://doi.org/10.1007/978-3-030-48077-6_16,Abdulaziz Almehrej | Leo Freitas | Paolo Modesti,Abdulaziz Almehrej | Leo Freitas | Paolo Modesti
2,2020,Structuring the State and Behavior of ASMs: Introducing a Trait-Based Construct for Abstract State Machine Languages,Structuring the State and Behavior of ASMs: Introducing a Trait-Based Construct for Abstract State Machine Languages,,,Lecture notes in computer science,Springer Science+Business Media,Springer Science+Business Media,https://doi.org/10.1007/978-3-030-48077-6_17,https://doi.org/10.1007/978-3-030-48077-6_17,Philipp Paulweber | Emmanuel Pescosta | Uwe Zdun,Philipp Paulweber | Emmanuel Pescosta | Uwe Zdun
2,2020,Exploring the Concept of Abstract State Machines for System Runtime Enforcement,Exploring the Concept of Abstract State Machines for System Runtime Enforcement,,,Lecture notes in computer science,Springer Science+Business Media,Springer Science+Business Media,https://doi.org/10.1007/978-3-030-48077-6_18,https://doi.org/10.1007/978-3-030-48077-6_18,Elvinia Riccobene | Patrizia Scandurra,Elvinia Riccobene | Patrizia Scandurra
7,2020,"ProB and Jupyter for Logic, Set Theory, Theoretical Computer Science and Formal Methods","ProB and Jupyter for Logic, Set Theory, Theoretical Computer Science and Formal Methods",,,Lecture notes in computer science,Springer Science+Business Media,Springer Science+Business Media,https://doi.org/10.1007/978-3-030-48077-6_19,https://doi.org/10.1007/978-3-030-48077-6_19,David Geleßus | Michaël Leuschel,David Geleßus | Michael Leuschel
1,2020,"Existence Proof Obligations for Constraints, Properties and Invariants in Atelier B","Existence Proof Obligations for Constraints, Properties and Invariants in Atelier B",,,Lecture notes in computer science,Springer Science+Business Media,Springer Science+Business Media,https://doi.org/10.1007/978-3-030-48077-6_20,https://doi.org/10.1007/978-3-030-48077-6_20,Héctor Ruíz Barradas | Lilian Burdy | David Déharbe,Héctor Ruíz Barradas | Lilian Burdy | David Déharbe
22,2020,VisB: A Lightweight Tool to Visualize Formal Models with SVG Graphics,VisB: A Lightweight Tool to Visualize Formal Models with SVG Graphics,,,Lecture notes in computer science,Springer Science+Business Media,Springer Science+Business Media,https://doi.org/10.1007/978-3-030-48077-6_21,https://doi.org/10.1007/978-3-030-48077-6_21,Michelle Werth | Michaël Leuschel,Michelle Werth | Michael Leuschel
2,2020,Towards a Shared Specification Repository,Towards a Shared Specification Repository,,,Lecture notes in computer science,Springer Science+Business Media,Springer Science+Business Media,https://doi.org/10.1007/978-3-030-48077-6_22,https://doi.org/10.1007/978-3-030-48077-6_22,Philipp Körner | Michaël Leuschel | Jannik Dunkelau,Philipp Körner | Michael Leuschel | Jannik Dunkelau
3,2020,Refinement and Verification of Responsive Control Systems,Refinement and Verification of Responsive Control Systems,,,Lecture notes in computer science,Springer Science+Business Media,Springer Science+Business Media,https://doi.org/10.1007/978-3-030-48077-6_23,https://doi.org/10.1007/978-3-030-48077-6_23,Karla Morris | Colin Snook | Thai Son Hoang | Geoffrey C. Hulette | Robert Armstrong | Michael Butler,Karla Morris | Colin Snook | Thai Son Hoang | Geoffrey Hulette | Robert Armstrong | Michael Butler
20,2020,Adaptive Exterior Light and Speed Control System,Adaptive Exterior Light and Speed Control System,,,Lecture notes in computer science,Springer Science+Business Media,Springer Science+Business Media,https://doi.org/10.1007/978-3-030-48077-6_24,https://doi.org/10.1007/978-3-030-48077-6_24,Frank Houdek | Alexander Raschke,Frank Houdek | Alexander Raschke
10,2020,Modelling an Automotive Software-Intensive System with Adaptive Features Using ASMETA,Modelling an Automotive Software-Intensive System with Adaptive Features Using ASMETA,,,Lecture notes in computer science,Springer Science+Business Media,Springer Science+Business Media,https://doi.org/10.1007/978-3-030-48077-6_25,https://doi.org/10.1007/978-3-030-48077-6_25,Paolo Arcaini | Silvia Bonfanti | Angelo Gargantini | Elvinia Riccobene | Patrizia Scandurra,Paolo Arcaini | Silvia Bonfanti | Angelo Gargantini | Elvinia Riccobene | Patrizia Scandurra
4,2020,Validating Multiple Variants of an Automotive Light System with Electrum,Validating Multiple Variants of an Automotive Light System with Electrum,,,Lecture notes in computer science,Springer Science+Business Media,Springer Science+Business Media,https://doi.org/10.1007/978-3-030-48077-6_26,https://doi.org/10.1007/978-3-030-48077-6_26,Alcino Cunha | Nuno Macedo | Chong Liu,Alcino Cunha | Nuno Macedo | Chong Liu
16,2020,Modelling and Validating an Automotive System in Classical B and Event-B,Modelling and Validating an Automotive System in Classical B and Event-B,,,Lecture notes in computer science,Springer Science+Business Media,Springer Science+Business Media,https://doi.org/10.1007/978-3-030-48077-6_27,https://doi.org/10.1007/978-3-030-48077-6_27,Michaël Leuschel | Mareike Mutz | Michelle Werth,Michael Leuschel | Mareike Mutz | Michelle Werth
12,2020,An Event-B Model of an Automotive Adaptive Exterior Light System,An Event-B Model of an Automotive Adaptive Exterior Light System,,,Lecture notes in computer science,Springer Science+Business Media,Springer Science+Business Media,https://doi.org/10.1007/978-3-030-48077-6_28,https://doi.org/10.1007/978-3-030-48077-6_28,Amel Mammar | Marc Frappier | Régine Laleau,Amel Mammar | Marc Frappier | Régine Laleau
7,2020,Modeling of a Speed Control System Using Event-B,Modeling of a Speed Control System Using Event-B,,,Lecture notes in computer science,Springer Science+Business Media,Springer Science+Business Media,https://doi.org/10.1007/978-3-030-48077-6_29,https://doi.org/10.1007/978-3-030-48077-6_29,Amel Mammar | Marc Frappier,Amel Mammar | Marc Frappier
5,2020,A Verified Low-Level Implementation of the Adaptive Exterior Light and Speed Control System,A Verified Low-Level Implementation of the Adaptive Exterior Light and Speed Control System,,,Lecture notes in computer science,Springer Science+Business Media,Springer Science+Business Media,https://doi.org/10.1007/978-3-030-48077-6_30,https://doi.org/10.1007/978-3-030-48077-6_30,Sebastian Krings | Philipp Körner | Jannik Dunkelau | Kristin Rutenkolk,Sebastian Krings | Philipp Körner | Jannik Dunkelau | Chris Rutenkolk
2,2020,A Correct by Construction Approach for the Modeling and the Verification of Cyber-Physical Systems in Event-B,A Correct by Construction Approach for the Modeling and the Verification of Cyber-Physical Systems in Event-B,,,Lecture notes in computer science,Springer Science+Business Media,Springer Science+Business Media,https://doi.org/10.1007/978-3-030-48077-6_31,https://doi.org/10.1007/978-3-030-48077-6_31,Meryem Afendi,Meryem Afendi
1,2020,Improving Trustworthiness of Self-driving Systems,Improving Trustworthiness of Self-driving Systems,,,Lecture notes in computer science,Springer Science+Business Media,Springer Science+Business Media,https://doi.org/10.1007/978-3-030-48077-6_32,https://doi.org/10.1007/978-3-030-48077-6_32,Fahad Alotaibi,Fahad Alotaibi
0,2020,A Formal Approach for the Modeling of High-Level Architectures Aligned with System Requirements,A Formal Approach for the Modeling of High-Level Architectures Aligned with System Requirements,,,Lecture notes in computer science,Springer Science+Business Media,Springer Science+Business Media,https://doi.org/10.1007/978-3-030-48077-6_33,https://doi.org/10.1007/978-3-030-48077-6_33,Racem Bougacha,Racem Bougacha
3,2020,Automatic Generation of DistAlgo Programs from Event-B Models,Automatic Generation of DistAlgo Programs from Event-B Models,,,Lecture notes in computer science,Springer Science+Business Media,Springer Science+Business Media,https://doi.org/10.1007/978-3-030-48077-6_34,https://doi.org/10.1007/978-3-030-48077-6_34,Alexis Grall,Alexis Grall
0,2020,Event-B: From Systems to Sub-systems Modeling,Event-B: From Systems to Sub-systems Modeling,,,Lecture notes in computer science,Springer Science+Business Media,Springer Science+Business Media,https://doi.org/10.1007/978-3-030-48077-6_35,https://doi.org/10.1007/978-3-030-48077-6_35,Kenza Kraibi,Kenza Kraibi
0,2020,A Framework for Critical Interactive System Formal Modelling and Analysis,A Framework for Critical Interactive System Formal Modelling and Analysis,,,Lecture notes in computer science,Springer Science+Business Media,Springer Science+Business Media,https://doi.org/10.1007/978-3-030-48077-6_36,https://doi.org/10.1007/978-3-030-48077-6_36,Ismaïl Mendil,Ismaïl Mendil
