Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
3,"Roberta Lima, Rubens Sampaio","Nonlinear dynamics of a coupled system with dry-friction",2020,"Proceeding Series of the Brazilian Society of Computational and Applied Mathematics","SBMAC","https://doi.org/10.5540/03.2020.007.01.0409","",111,"2025-09-05 18:01:14","proceedings-article","10.5540/03.2020.007.01.0409","2359-0793","",,,,,3,0.60,2,2,5,"","https://proceedings.sbmac.org.br/sbmac/article/viewFile/3178/3217",""
2,"Acir M. Soares Junior, Breno T. Mota, Luciana P. M. Pena, Adolfo P. Pires","Adaptação do Algoritmo PSO para Problemas Multiobjetivo, Iterações com Liderança Global Fixa",2020,"Proceeding Series of the Brazilian Society of Computational and Applied Mathematics","SBMAC","https://doi.org/10.5540/03.2020.007.01.0349","",2,"2025-09-05 18:01:14","proceedings-article","10.5540/03.2020.007.01.0349","2359-0793","",,,,,2,0.40,1,4,5,"","https://proceedings.sbmac.org.br/sbmac/article/viewFile/2947/2979",""
2,"Luca Meacci, Gustavo Carlos Buscaglia, Roberto Federico Ausas, Fernando Mut","A Red Blood Cell Cyto-Bilayer Interaction Model",2020,"Proceeding Series of the Brazilian Society of Computational and Applied Mathematics","SBMAC","https://doi.org/10.5540/03.2020.007.01.0344","",41,"2025-09-05 18:01:14","proceedings-article","10.5540/03.2020.007.01.0344","2359-0793","",,,,,2,0.40,1,4,5,"","https://proceedings.sbmac.org.br/sbmac/article/viewFile/3169/3207",""
2,"Ali Mohades Khorasani, Marjan Goodarzi, Majid Forghani-elahabad","Particle Swarm Optimization Method in Optimization of Grid Shell Structures",2020,"Proceeding Series of the Brazilian Society of Computational and Applied Mathematics","SBMAC","https://doi.org/10.5540/03.2020.007.01.0416","",92,"2025-09-05 18:01:14","proceedings-article","10.5540/03.2020.007.01.0416","2359-0793","",,,,,2,0.40,1,3,5,"","https://proceedings.sbmac.org.br/sbmac/article/viewFile/3164/3202",""
1,"Daiane De Oliveira Gonçalves, Natália Da Silva Martins Fonseca","Principais fatores que influenciam a Desigualdade de Gêneros no Mundo",2020,"Proceeding Series of the Brazilian Society of Computational and Applied Mathematics","SBMAC","https://doi.org/10.5540/03.2020.007.01.0419","",8,"2025-09-05 18:01:14","proceedings-article","10.5540/03.2020.007.01.0419","2359-0793","",,,,,1,0.20,1,2,5,"","https://proceedings.sbmac.org.br/sbmac/article/viewFile/2740/2760",""
1,"Daniel Petravicius, Guilherme Amaral de Moraes, Kael Barreto e Souza, Manuel Osorio Binelo","A Survey on Heat Transfer in the Aerated Drying Process of Stored Grains",2020,"Proceeding Series of the Brazilian Society of Computational and Applied Mathematics","SBMAC","https://doi.org/10.5540/03.2020.007.01.0346","",16,"2025-09-05 18:01:14","proceedings-article","10.5540/03.2020.007.01.0346","2359-0793","",,,,,1,0.20,0,4,5,"","https://proceedings.sbmac.org.br/sbmac/article/viewFile/2812/2838",""
1,"Danielli A. Lima, Edson Cabral Jr, Iago T. R. Almeida, João P. Andrade, João P. S. Fonseca, Maria E. R. Santos, Nayara T. Nunes, Victor H. X. Bernardes","A fire elitist cellular automaton-based model to verify pedestrian flow simulated in real environments using Arduino",2020,"Proceeding Series of the Brazilian Society of Computational and Applied Mathematics","SBMAC","https://doi.org/10.5540/03.2020.007.01.0338","",36,"2025-09-05 18:01:14","proceedings-article","10.5540/03.2020.007.01.0338","2359-0793","",,,,,1,0.20,0,8,5,"","https://proceedings.sbmac.org.br/sbmac/article/viewFile/3073/3106",""
1,"Valeriano Antunes de Oliveira","Duality Theory in Continuous-Time Linear Optimization",2020,"Proceeding Series of the Brazilian Society of Computational and Applied Mathematics","SBMAC","https://doi.org/10.5540/03.2020.007.01.0374","",46,"2025-09-05 18:01:14","proceedings-article","10.5540/03.2020.007.01.0374","2359-0793","",,,,,1,0.20,1,1,5,"","https://proceedings.sbmac.org.br/sbmac/article/viewFile/3003/3035",""
1,"Kay Adam, Rodrigo T. N. Cardoso","Optimal Multiobjective Pulse Vaccination Campaigns in Stochastic SIR Model",2020,"Proceeding Series of the Brazilian Society of Computational and Applied Mathematics","SBMAC","https://doi.org/10.5540/03.2020.007.01.0414","",113,"2025-09-05 18:01:14","proceedings-article","10.5540/03.2020.007.01.0414","2359-0793","",,,,,1,0.20,1,2,5,"","https://proceedings.sbmac.org.br/sbmac/article/viewFile/3190/3229",""
0,"Thiago M. D. Silva, Abelardo Barreto, Sinesio Pesco","Aplicando Ensemble Kalman Filter ao Ajuste de Histórico de Pressão em Lobos Turbidíticos",2020,"Proceeding Series of the Brazilian Society of Computational and Applied Mathematics","SBMAC","https://doi.org/10.5540/03.2020.007.01.0356","",1,"2025-09-05 18:01:14","proceedings-article","10.5540/03.2020.007.01.0356","2359-0793","",,,,,0,0.00,0,3,5,"","https://proceedings.sbmac.org.br/sbmac/article/viewFile/3002/3034",""
