comp_id,sigla,nome,siglas_alt,nomes_alt,sociedade,avaliacao,origem,ieee_id,sol_id,gs_id,dblp_id
CompID900551,ICBL,International Conference on Interactive Collaborative and Blended Learning,,,,,Qualis 2017-2020,,,,
CompID900552,ICC,IEEE International Conference on Communications,,,,,Qualis 2017-2020,,,,
CompID900553,ICCA,IEEE International Conference on Control and Automation,,,,,Qualis 2017-2020,,,,
CompID900554,ICCABS,International Conference on Computational Advances in Bio and Medical Sciences,,,,,Qualis 2017-2020,,,,
CompID900555,ICCAD,IEEE/ACM International Conference on Computer-Aided Design,,,,,Qualis 2017-2020,,,,
CompID900556,ICCAR,"International Conference on Control, Automation and Robotics",,,,,Qualis 2017-2020,,,,
CompID900557,ICCC,International Conference on Computational Creativity,,,,,Qualis 2017-2020,,,,
CompID900558,ICCCBE,International Conference on Computing in Civil and Building Engineering,,,,,Qualis 2017-2020,,,,
CompID900559,ICCCN,International Conference on Computer Communications and Networks,,,,,Qualis 2017-2020,,,,
CompID900560,ICCD,International Conference on Computer Design,,,,,Qualis 2017-2020,,,,
CompID900561,ICCDCS,"International Caribbean Conference on Devices, Circuits and Systems",,,,,Qualis 2017-2020,,,,
CompID900562,ICCE-EDU,International Conference on Computers in Education,,,,,Qualis 2017-2020,,,,
CompID900563,iCCECE,"International Conference on Computing, Electronics & Communications Engineering",,,,,Qualis 2017-2020,,,,
CompID900564,ICCHP,International Conference on Computers Helping People with Special Needs,,,,,Qualis 2017-2020,,,,
CompID900565,ICCL2,International Conference on Computational Logistics,,,,,Qualis 2017-2020,,,,
CompID900566,ICCP,IEEE International Conference on Intelligent Computer Communication and Processing,,,,,Qualis 2017-2020,,,,
CompID900567,ICCPR,International Conference on Computing and Pattern Recognition,,,,,Qualis 2017-2020,,,,
CompID900568,ICCPS,International Conference on Cyber-Physical Systems,,,,,Qualis 2017-2020,,,,
CompID900569,ICCS,International Conference on Computational Science,,,,,Qualis 2017-2020,,,,
CompID900570,ICCSA,International Conference on Computational Science and Its Applications,,,,,Qualis 2017-2020,,,,
CompID900571,ICCSPA,"International Conference on Communications, Signal Processing, and their Applications",,,,,Qualis 2017-2020,,,,
CompID900572,ICCStr,International Conference on Conceptual Structures,,,,,Qualis 2017-2020,,,,
CompID900573,ICCTCC,"International Conference on Computability Theory, Computability and Complexity",,,,,Qualis 2017-2020,,,,
CompID900574,ICCV,IEEE International Conference on Computer Vision,,,,,Qualis 2017-2020,,,,
CompID900575,ICCVW,IEEE International Conference on Computer Vision Workshops,,,,,Qualis 2017-2020,,,,
CompID900576,ICCW,IEEE International Conference on Communications Workshops,,,,,Qualis 2017-2020,,,,
CompID900577,ICDAR,International Conference on Document Analysis and Recognition,,,,,Qualis 2017-2020,,,,
CompID900578,ICDCN,International Conference on Distributed Computing and Networking,,,,,Qualis 2017-2020,,,,
CompID900579,ICDCS,International Conference on Distributed Computing Systems,,,,,Qualis 2017-2020,,,,
CompID900580,ICDCSW,International Conference on Distributed Computing Systems Workshops,,,,,Qualis 2017-2020,,,,
CompID900581,ICDE,IEEE International Conference on Data Engineering,,,,,Qualis 2017-2020,,,,
CompID900582,ICDF,IFIP International Conference on Digital Forensics,,,,,Qualis 2017-2020,,,,
CompID900583,ICDIM,International Conference on Digital Information Management,,,,,Qualis 2017-2020,,,,
CompID900584,ICDIP,International Conference on Digital Image Processing,,,,,Qualis 2017-2020,,,,
CompID900585,ICDL-EpiRob,IEEE International Conference on Development and Learning and Epigenetic Robotics,,,,,Qualis 2017-2020,,,,
CompID900586,ICDM,IEEE International Conference on Data Mining,,,,,Qualis 2017-2020,,,,
CompID900587,ICDMW,IEEE International Conference on Data Mining Workshop,,,,,Qualis 2017-2020,,,,
CompID900588,ICDT,International Conference on Database Theory,,,,,Qualis 2017-2020,,,,
CompID900589,ICE-CCN,"International Conference on Emerging Trends in Computing, Communication and Nanotechnology",,,,,Qualis 2017-2020,,,,
CompID900590,ICEBE,IEEE International Conference on e-Business Engineering,,,,,Qualis 2017-2020,,,,
CompID900591,ICEC,IFIP International Conference on Entertainment Computing,,,,,Qualis 2017-2020,,,,
CompID900592,ICECS,"IEEE International Conference on Electronics, Circuits and Systems",,,,,Qualis 2017-2020,,,,
CompID900593,ICEDEG,International Conference on eDemocracy & eGovernment,,,,,Qualis 2017-2020,,,,
CompID900594,ICEGOV,International Conference on Theory and Practice of Eletronic Governance,,,,,Qualis 2017-2020,,,,
CompID900595,ICEIS,International Conference on Enterprise Information Systems,,,,,Qualis 2017-2020,,,,
CompID900596,ICER,International Computing Education Research,,,,,Qualis 2017-2020,,,,
CompID900597,ICERI,"International Conference of Education, Research and Innovation",,,,,Qualis 2017-2020,,,,
CompID900598,ICFCA,International Conference on Formal Concept Analysis,,,,,Qualis 2017-2020,,,,
CompID900599,ICFEM,International Conference on Formal Engineering Methods,,,,,Qualis 2017-2020,,,,
CompID900600,ICFHR,International Conference on Frontiers in Handwriting Recognition,,,,,Qualis 2017-2020,,,,
CompID900601,ICFNDS,International Conference on Future Networks and Distributed Systems,,,,,Qualis 2017-2020,,,,
CompID900602,ICFP,International Conference on Functional Programming,,,,,Qualis 2017-2020,,,,
CompID900603,ICGI,International Conference on Grammatical Inference,,,,,Qualis 2017-2020,,,,
CompID900604,ICGJ,"International Conference on Game Jams, Hackathons, and Game Creation Events",,,,,Qualis 2017-2020,,,,
CompID900605,ICGSE,IEEE International Conference on Global Software Engineering,,,,,Qualis 2017-2020,,,,
CompID900606,ICGT,International Conference on Graph Transformation,,,,,Qualis 2017-2020,,,,
CompID900607,ICHI,IEEE International Conference on Healthcare Informatics,,,,,Qualis 2017-2020,,,,
CompID900608,ICIAP,International Conference on Image Analysis and Processing,,,,,Qualis 2017-2020,,,,
CompID900609,ICIAR,International Conference on Image Analysis and Recognition,,,,,Qualis 2017-2020,,,,
CompID900610,ICIC,International Conference on Intelligent Computing,,,,,Qualis 2017-2020,,,,
CompID900611,ICICS,International Conference on Information and Communications Security,,,,,Qualis 2017-2020,,,,
CompID900612,ICICT,International Conference on Information and Computer Technologies,,,,,Qualis 2017-2020,,,,
CompID900613,ICIDS,International Conference on Interactive Digital Storytelling,,,,,Qualis 2017-2020,,,,
CompID900614,ICIIECS,"International Conference on Innovations in Information, Embedded and Communication Systems",,,,,Qualis 2017-2020,,,,
CompID900615,ICINCO,"International Conference on Informatics in Control, Automation and Robotics",,,,,Qualis 2017-2020,,,,
CompID900616,ICIOT,International Conference on the Internet of Things,,,,,Qualis 2017-2020,,,,
CompID900617,ICIP,IEEE International Conference on Image Processing,,,,,Qualis 2017-2020,,,,
CompID900618,ICIRA,International Conference on Intelligent Robotics and Applications,,,,,Qualis 2017-2020,,,,
CompID900619,ICIS,International Conference on Information Systems,,,,,Qualis 2017-2020,,,,
CompID900620,ICISC,International Conference on Information Security and Cryptology,,,,,Qualis 2017-2020,,,,
CompID900621,ICISO,International Conference on Informatics and Semiotics in Organisations,,,,,Qualis 2017-2020,,,,
CompID900622,ICISS,International Conference on Information Systems Security,,,,,Qualis 2017-2020,,,,
CompID900623,ICIST,International Conference on Information and Software Technologies,,,,,Qualis 2017-2020,,,,
CompID900624,ICIT,IEEE International Conference on Industrial Technology,,,,,Qualis 2017-2020,,,,
CompID900625,ICITS,International Conference on Information Theoretic Security,,,,,Qualis 2017-2020,,,,
CompID900626,ICITST,International Conference for Internet Technology and Secured Transactions,,,,,Qualis 2017-2020,,,,
CompID900627,ICIVC,"International Conference on Image, Vision and Computing",,,,,Qualis 2017-2020,,,,
CompID900628,ICL,International Conference on Interactive Collaborative Learning,,,,,Qualis 2017-2020,,,,
CompID900629,ICLP,International Conference on Logic Programming,,,,,Qualis 2017-2020,,,,
CompID900630,ICLR,International Conference on Learning Representations,,,,,Qualis 2017-2020,,,,
CompID900631,ICM,International Conference on Microelectronics,,,,,Qualis 2017-2020,,,,
CompID900632,ICMA,IEEE International Conference on Mechatronics and Automation,,,,,Qualis 2017-2020,,,,
CompID900633,ICMC,International Computer Music Conference,,,,,Qualis 2017-2020,,,,
CompID900634,ICMCR,"International Conference on Mechatronics, Control and Robotics",,,,,Qualis 2017-2020,,,,
CompID900635,ICME,IEEE International Conference on Multimedia and Expo,,,,,Qualis 2017-2020,,,,
CompID900636,ICMEW,IEEE International Conference on Multimedia and Expo Workshops,,,,,Qualis 2017-2020,,,,
CompID900637,ICMI,ACM International Conference on Multimodal Interfaces,,,,,Qualis 2017-2020,,,,
CompID900638,ICMIS,International Conference on Mathematics & Information Science,,,,,Qualis 2017-2020,,,,
CompID900639,ICML,International Conference on Machine Learning,,,,,Qualis 2017-2020,,,,
CompID900640,ICMLA,IEEE International Conference on Machine Learning and Applications,,,,,Qualis 2017-2020,,,,
CompID900641,ICMLC,International Conference on Machine Learning and Computing,,,,,Qualis 2017-2020,,,,
CompID900642,ICMPC,International Conference on Music Perception and Cognition,,,,,Qualis 2017-2020,,,,
CompID900643,ICMR,ACM International Conference on Multimedia Retrieval,,,,,Qualis 2017-2020,,,,
CompID900644,ICN-IARIA,IARIA International Conference on Networks,,,,,Qualis 2017-2020,,,,
CompID900645,ICNC,"International Conference on Computing, Networking and Communications",,,,,Qualis 2017-2020,,,,
CompID900646,ICNC-FSKD,"International Conference on Natural Computation, Fuzzy Systems and Knowledge Discovery",,,,,Qualis 2017-2020,,,,
CompID900647,ICNP,International Conference on Network Protocols,,,,,Qualis 2017-2020,,,,
CompID900648,ICNSC,"IEEE International Conference on Networking, Sensing and Control",,,,,Qualis 2017-2020,,,,
CompID900649,ICOIN,International Conference on Information Networking,,,,,Qualis 2017-2020,,,,
CompID900650,ICOMPWC,International Conference on Internet Computing and Internet of Things,,,,,Qualis 2017-2020,,,,
CompID900651,ICONIP,International Conference on Neural Information Processing,,,,,Qualis 2017-2020,,,,
CompID900652,ICORES,International Conference on Operations Research and Enterprise Systems,,,,,Qualis 2017-2020,,,,
CompID900653,ICORR,IEEE International Conference on Rehabilitation Robotics,,,,,Qualis 2017-2020,,,,
CompID900654,ICPADS,International Conference on Parallel and Distributed Systems,,,,,Qualis 2017-2020,,,,
CompID900655,ICPC,International Conference on Program Comprehension,,,,,Qualis 2017-2020,,,,
CompID900656,ICPE,International Conference on Performance Engineering,,,,,Qualis 2017-2020,,,,
CompID900657,ICPME,"International Conference on Philosophy, Music and Emotion",,,,,Qualis 2017-2020,,,,
CompID900658,ICPP,International Conference on Parallel Processing,,,,,Qualis 2017-2020,,,,
CompID900659,ICPR,International Conference on Pattern Recognition,,,,,Qualis 2017-2020,,,,
CompID900660,ICRA,IEEE International Conference on Robotics and Automation,,,,,Qualis 2017-2020,,,,
CompID900661,ICRAE,International Conference on Robotics and Automation Engineering,,,,,Qualis 2017-2020,,,,
CompID900662,ICRC,IEEE International Conference on Rebooting Computing,,,,,Qualis 2017-2020,,,,
CompID900663,ICRES,International Conference on Robot Ethics and Standards,,,,,Qualis 2017-2020,,,,
CompID900664,ICS,International Conference on Supercomputing,,,,,Qualis 2017-2020,,,,
CompID900665,ICSC,International Conference on Semantic Computing,,,,,Qualis 2017-2020,,,,
CompID900666,ICSE,International Conference on Software Engineering,,,,,Qualis 2017-2020,,,,
CompID900667,ICSEA-IARIA,IARIA International Conference on Software Engineering Advances,,,,,Qualis 2017-2020,,,,
CompID900668,ICSESS,International Conference on Software Engineering and Service Science,,,,,Qualis 2017-2020,,,,
CompID900669,ICSEW,International Conference on Software Engineering Workshops,,,,,Qualis 2017-2020,,,,
CompID900670,ICSI,International Conference on Swarm Intelligence,,,,,Qualis 2017-2020,,,,
CompID900671,ICSIP,IEEE International Conference on Signal and Image Processing,,,,,Qualis 2017-2020,,,,
CompID900672,ICSLE,International Conference on Smart Learning Environments,,,,,Qualis 2017-2020,,,,
CompID900673,ICSME,IEEE International Conference on Software Maintenance and Evolution,,,,,Qualis 2017-2020,,,,
CompID900674,ICSOB,International Conference on Software Business,,,,,Qualis 2017-2020,,,,
CompID900675,ICSOC,International Conference on Service Oriented Computing,,,,,Qualis 2017-2020,,,,
CompID900676,ICSOFT,International Conference on Software Technologies,,,,,Qualis 2017-2020,,,,
CompID900677,ICSPCEC,"International Conference on Signal Processing, Communication, Power and Embedded System",,,,,Qualis 2017-2020,,,,
CompID900678,ICSR,International Conference on Software Reuse,,,,,Qualis 2017-2020,,,,
CompID900679,ICST,International Conference on Sensing Technology,,,,,Qualis 2017-2020,,,,
CompID900680,ICSTV,"IEEE International Conference on Software Testing, Verification and Validation",,,,,Qualis 2017-2020,,,,
CompID900681,ICSTW,"IEEE International Conference on Software Testing, Verification and Validation Workshops",,,,,Qualis 2017-2020,,,,
CompID900682,ICT,International Conference on Telecommunications,,,,,Qualis 2017-2020,,,,
CompID900683,ICTAC,International Colloquium on Theoretical Aspects of Computing,,,,,Qualis 2017-2020,,,,
CompID900684,ICTAI,IEEE International Conference on Tools with Artificial Intelligence,,,,,Qualis 2017-2020,,,,
CompID900685,ICTC,International Conference on Information and Communication Technology Convergence,,,,,Qualis 2017-2020,,,,
CompID900686,ICTCS,Italian Conference on Theoretical Computer Science,,,,,Qualis 2017-2020,,,,
CompID900687,ICTIR,Conference on the Theory of Information Retrieval,,,,,Qualis 2017-2020,,,,
CompID900688,ICTON,International Conference on Transparent Optical Networks,,,,,Qualis 2017-2020,,,,
CompID900689,ICTSS,IFIP International Conference on Testing Software and Systems,,,,,Qualis 2017-2020,,,,
CompID900690,ICUAS,International Conference on Unmanned Aircraft Systems,,,,,Qualis 2017-2020,,,,
CompID900691,ICUMT,International Conference on Ultra Modern Telecommunications,,,,,Qualis 2017-2020,,,,
CompID900692,ICVIIP,International Conference on Visualization: Imaging and Image Processing,,,,,Qualis 2017-2020,,,,
CompID900693,ICVR,International Conference on Virtual Rehabilitation,,,,,Qualis 2017-2020,,,,
CompID900694,ICVRV,International Conference on Virtual Reality and Visualization,,,,,Qualis 2017-2020,,,,
CompID900695,ICVS,International Conference on Computer Vision Systems,,,,,Qualis 2017-2020,,,,
CompID900696,ICWE,International Conference on Web Engineering,,,,,Qualis 2017-2020,,,,
CompID900697,ICWL,International Conference on Web-Based Learning,,,,,Qualis 2017-2020,,,,
CompID900698,ICWN,International Conference on Wireless Networks,,,,,Qualis 2017-2020,,,,
CompID900699,ICWS,IEEE International Conference on Web Services,,,,,Qualis 2017-2020,,,,
CompID900700,ICWSM,International AAAI Conference on Web and Social Media,,,,,Qualis 2017-2020,,,,
CompID900701,IDC,International Symposium on Intelligent Distributed Computing,,,,,Qualis 2017-2020,,,,
CompID900702,IDCS,International Conference on Internet and Distributed Computing Systems,,,,,Qualis 2017-2020,,,,
CompID900703,IDEAS,International Database Engineering and Applications Symposium,,,,,Qualis 2017-2020,,,,
CompID900704,IEAAIE,International Conference on Industrial Engineering & Other Applications of Appled Intelligence Systems,,,,,Qualis 2017-2020,,,,
CompID900705,IECON,Annual Conference of the IEEE Industrial Electronics Society,,,,,Qualis 2017-2020,,,,
CompID900706,IEEE IST,IEEE International Conference on Imaging Systems and Techniques,,,,,Qualis 2017-2020,,,,
CompID900707,IEEE NANO,IEEE Conference on Nanotechnology,,,,,Qualis 2017-2020,,,,
CompID900708,IEEE VIS,IEEE Visualization,,,,,Qualis 2017-2020,,,,
CompID900709,IEEECloudS,IEEE Cloud Summit,,,,,Qualis 2017-2020,,,,
CompID900710,IEEEISWC,IEEE International Symposium on Wearable Computers,,,,,Qualis 2017-2020,,,,
CompID900711,IEEENANO,International Conference on Nanotechnology,,,,,Qualis 2017-2020,,,,
CompID900712,IEEESCC,IEEE International Conference on Services Computing,,,,,Qualis 2017-2020,,,,
CompID900713,IESS,IFIP International Embedded Systems Symposium,,,,,Qualis 2017-2020,,,,
CompID900714,IESTEC,"International Engineering, Sciences and Technology Conference",,,,,Qualis 2017-2020,,,,
CompID900715,IFAC,World Congress of the International Federation of Automatic Control,,,,,Qualis 2017-2020,,,,
CompID900716,IFIPIoT,IFIP International Internet of Things Conference,,,,,Qualis 2017-2020,,,,
CompID900717,IFIPISC,IFIP International Information Security Conference,,,,,Qualis 2017-2020,,,,
CompID900718,IFM,International Conference on Integrated Formal Methods,,,,,Qualis 2017-2020,,,,
CompID900719,IFSA,World Congress of International Fuzzy Systems Association,,,,,Qualis 2017-2020,,,,
CompID900720,IGSC,International Green and Sustainable Computing Conference,,,,,Qualis 2017-2020,,,,
CompID900721,IH&MMSec,ACM Workshop on Information Hiding and Multimedia Security,,,,,Qualis 2017-2020,,,,
CompID900722,IHC,Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais,,,,,Qualis 2017-2020,,,,
CompID900723,IHM,Conférence Francophone sur l’Interaction Homme-Machine,,,,,Qualis 2017-2020,,,,
CompID900724,IIH-MSP,International Conference on Intelligent Information Hiding and Multimedia Signal Processing,,,,,Qualis 2017-2020,,,,
CompID900725,IISA,"International Conference on Information, Intelligence, Systems and Applications",,,,,Qualis 2017-2020,,,,
CompID900726,IISWC,IEEE International Symposium on Workload Characterization,,,,,Qualis 2017-2020,,,,
CompID900727,IIWAS,International Conference on Information Integration and Web-based Applications & Services,,,,,Qualis 2017-2020,,,,
CompID900728,IJCAI,International Joint Conference on Artificial Intelligence,,,,,Qualis 2017-2020,,,,
CompID900729,IJCAR,International Joint Conference on Automated Reasoning,,,,,Qualis 2017-2020,,,,
CompID900730,IJCCI,International Joint Conference on Computational Intelligence,,,,,Qualis 2017-2020,,,,
CompID900731,IJCNLP,International Joint Conference on Natural Language Processing,,,,,Qualis 2017-2020,,,,
CompID900732,IJCNN,IEEE International Joint Conference on Neural Networks,,,,,Qualis 2017-2020,,,,
CompID900733,ILA,Interaction Latin America,,,,,Qualis 2017-2020,,,,
CompID900734,ILP,International Conference on Inductive Logic Programming,,,,,Qualis 2017-2020,,,,
CompID900735,IM,IFIP/IEEE International Symposium on Integrated Network Management,,,,,Qualis 2017-2020,,,,
CompID900736,IMBSA,International Symposium on Model-Based Safety and Assessment,,,,,Qualis 2017-2020,,,,
CompID900737,IMC,ACM Internet Measurement Conference,,,,,Qualis 2017-2020,,,,
CompID900738,IMCOM,International Conference on Ubiquitous Information Management and Communication,,,,,Qualis 2017-2020,,,,
CompID900739,IMIS,International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing,,,,,Qualis 2017-2020,,,,
CompID900740,IMOC,SBMO/IEEE MTT-S International Microwave and Optoelectronics Conference,,,,,Qualis 2017-2020,,,,
CompID900741,INCOS,International Conference on Intelligent Networking and Collaborative Systems,,,,,Qualis 2017-2020,,,,
CompID900742,INDIN,IEEE International Conference on Industrial Informatics,,,,,Qualis 2017-2020,,,,
CompID900743,INDOCRYPT,International Conference on Cryptology in India,,,,,Qualis 2017-2020,,,,
CompID900744,INDUSCON,International Conference on Industry Applications,,,,,Qualis 2017-2020,,,,
CompID900745,INFOCOM,IEEE International Conference on Computer Communications,,,,,Qualis 2017-2020,,,,
CompID900746,InfoVis,IEEE Information Visualization,,,,,Qualis 2017-2020,,,,
CompID900747,INLG,International Natural Language Generation conference,,,,,Qualis 2017-2020,,,,
CompID900748,INOC,International Network Optimization Conference,,,,,Qualis 2017-2020,,,,
CompID900749,INSCIT,"International Symposium on Instrumentation Systems, Circuits and Transducers",,,,,Qualis 2017-2020,,,,
CompID900750,INTECH,International Conference on Innovative Computing Technology,,,,,Qualis 2017-2020,,,,
CompID900751,INTELLISYS,SAI Intelligent Systems Conference,,,,,Qualis 2017-2020,,,,
CompID900752,INTERACT,IFIP TC 13 International Conference on Human-Computer Interaction,,,,,Qualis 2017-2020,,,,
CompID900753,INTERSPEECH,Conference of the International Speech Communication Association,,,,,Qualis 2017-2020,,,,
CompID900754,INTESA,INTelligent Embedded Systems Architectures and Applications Workshop,,,,,Qualis 2017-2020,,,,
CompID900755,IOLTS,IEEE International On-Line Testing Symposium,,,,,Qualis 2017-2020,,,,
CompID900756,IoTAAL,Workshop on Internet of Things for Ambient Assisted Living,,,,,Qualis 2017-2020,,,,
CompID900757,IoTBDS,International Conference on Internet of Things and Big Data and Security,,,,,Qualis 2017-2020,,,,
CompID900758,IOTSMS,"International Conference on Internet of Things: Systems, Management and Security",,,,,Qualis 2017-2020,,,,
CompID900759,IPAW,International Provenance and Annotation Workshop,,,,,Qualis 2017-2020,,,,
CompID900760,IPCCC,"International Performance, Computing, and Communications Conference",,,,,Qualis 2017-2020,,,,
CompID900761,IPCO,Conference on Integer Programming and Combinatorial Optimization,,,,,Qualis 2017-2020,,,,
CompID900762,IPCVWC,"International Conference on Image Processing, Computer Vision, and Pattern Recognition",,,,,Qualis 2017-2020,,,,
CompID900763,IPDLN,International Population Data Linkage Network,,,,,Qualis 2017-2020,,,,
CompID900764,IPDPS,IEEE International Parallel & Distributed Processing Symposium,,,,,Qualis 2017-2020,,,,
CompID900765,IPDPSW,IEEE International Parallel & Distributed Processing Symposium Workshops,,,,,Qualis 2017-2020,,,,
CompID900766,IPEC,International Symposium on Parameterized and Exact Computation,,,,,Qualis 2017-2020,,,,
CompID900767,IPMU,International Conference on Information Processing and Management of Uncertainty in Knowledge-Based Systems,,,,,Qualis 2017-2020,,,,
CompID900768,IPSN,International Conference on Information Processing in Sensor Networks,,,,,Qualis 2017-2020,,,,
CompID900769,IRC,IEEE International Conference on Robotic Computing,,,,,Qualis 2017-2020,,,,
CompID900770,IRI,IEEE International Conference on Information Reuse and Integration,,,,,Qualis 2017-2020,,,,
CompID900771,IRIS,IEEE International Symposium on Robotics and Intelligent Sensors,,,,,Qualis 2017-2020,,,,
CompID900772,IROS,IEEE/RSJ International Conference on Intelligent Robots and Systems,,,,,Qualis 2017-2020,,,,
CompID900773,ISAAC,International Symposium on Algorithms and Computation,,,,,Qualis 2017-2020,,,,
CompID900774,ISADS,International Symposium on Autonomous Decentralized Systems,,,,,Qualis 2017-2020,,,,
CompID900775,ISAM,IEEE International Symposium on Assembly and Manufacturing,,,,,Qualis 2017-2020,,,,
CompID900776,ISAmI,International Symposium on Ambient Intelligence,,,,,Qualis 2017-2020,,,,
CompID900777,ISAP,International Conference on Intelligent System Applications to Power Systems,,,,,Qualis 2017-2020,,,,
CompID900778,ISAS,International Static Analysis Symposium,,,,,Qualis 2017-2020,,,,
CompID900779,ISBI,IEEE International Symposium on Biomedical Imaging,,,,,Qualis 2017-2020,,,,
CompID900780,ISBRA,International Symposium on Bioinformatics Research and Applications,,,,,Qualis 2017-2020,,,,
CompID900781,ISC,International Supercomputing Conference,,,,,Qualis 2017-2020,,,,
CompID900782,ISC2,IEEE International Smart Cities Conference,,,,,Qualis 2017-2020,,,,
CompID900783,ISCA,International Symposium on Computer Architecture,,,,,Qualis 2017-2020,,,,
CompID900784,ISCAS,IEEE International Symposium on Circuits and Systems,,,,,Qualis 2017-2020,,,,
CompID900785,ISCC,International Symposium on Computers and Communications,,,,,Qualis 2017-2020,,,,
CompID900786,ISCIS,International Symposium on Computer and Information Sciences,,,,,Qualis 2017-2020,,,,
CompID900787,ISCO,International Symposium on Combinatorial Optimization,,,,,Qualis 2017-2020,,,,
CompID900788,ISCRAM,International Conference on Information Systems for Crisis Response and Management,,,,,Qualis 2017-2020,,,,
CompID900789,ISD,International Conference on Information Systems Development,,,,,Qualis 2017-2020,,,,
CompID900790,ISDA,International Conference on Intelligent Systems Design and Applications,,,,,Qualis 2017-2020,,,,
CompID900791,ISEA,International Symposium on Electronic Arts,,,,,Qualis 2017-2020,,,,
CompID900792,ISeC,International Conference on Information Security,,,,,Qualis 2017-2020,,,,
CompID900793,ISECON,Information Systems Education Conference,,,,,Qualis 2017-2020,,,,
CompID900794,ISER,International Symposium on Experimental Robotics,,,,,Qualis 2017-2020,,,,
CompID900795,ISGT,IEEE PES Innovative Smart Grid Technologies,,,,,Qualis 2017-2020,,,,
CompID900796,ISGT-Europe,IEEE PES Innovative Smart Grid Technologies Conference Europe,,,,,Qualis 2017-2020,,,,
CompID900797,ISGT-LA,IEEE PES Innovative Smart Grid Technologies Latin America,,,,,Qualis 2017-2020,,,,
CompID900798,ISI,IEEE International Conference on Intelligence and Security Informatics,,,,,Qualis 2017-2020,,,,
CompID900799,ISIE,IEEE International Symposium on Industrial Electronics,,,,,Qualis 2017-2020,,,,
CompID900800,ISLPED,International Symposium on Low Power Electronics and Design,,,,,Qualis 2017-2020,,,,
CompID900801,ISM,IEEE International Symposium on Multimedia,,,,,Qualis 2017-2020,,,,
CompID900802,ISMAR,IEEE International Symposium on Mixed and Augmented Reality,,,,,Qualis 2017-2020,,,,
CompID900803,ISMB/ECCB,Intelligent Systems for Molecular Biology / European Conference on Computational Biology,,,,,Qualis 2017-2020,,,,
CompID900804,ISMCR,International Symposium on Measurement and Control in Robotics,,,,,Qualis 2017-2020,,,,
CompID900805,ISMEM,International Symposium on Memory Management,,,,,Qualis 2017-2020,,,,
CompID900806,ISMIR,International Society for Music Information Retrieval Conference,,,,,Qualis 2017-2020,,,,
CompID900807,ISMIS,International Symposium on Methodologies for Intelligent Systems,,,,,Qualis 2017-2020,,,,
CompID900808,ISMM,International Symposium on Mathematical Morphology,,,,,Qualis 2017-2020,,,,
CompID900809,ISMR,International Symposium on Medical Robotics,,,,,Qualis 2017-2020,,,,
CompID900810,ISMSI,"International Conference on Intelligent Systems, Metaheuristics & Swarm Intelligence",,,,,Qualis 2017-2020,,,,
CompID900811,ISMVL,IEEE International Symposium on Multiple-Valued Logic,,,,,Qualis 2017-2020,,,,
CompID900812,ISNN,International Symposium on Neural Networks,,,,,Qualis 2017-2020,,,,
CompID900813,ISOLA,"International Symposium on Leveraging Applications of Formal Methods, Verification and Validation",,,,,Qualis 2017-2020,,,,
CompID900814,ISORC,IEEE International Symposium on RealTime Distributed Computing,,,,,Qualis 2017-2020,,,,
CompID900815,ISPASS,IEEE International Symposium on Performance Analysis of Systems and Software,,,,,Qualis 2017-2020,,,,
CompID900816,ISPD,ACM International Symposium on Physical Design,,,,,Qualis 2017-2020,,,,
CompID900817,ISPDC,International Symposium on Parallel and Distributed Computing,,,,,Qualis 2017-2020,,,,
CompID900818,ISQED,International Symposium on Quality Electronic Design,,,,,Qualis 2017-2020,,,,
CompID900819,ISR,IEEE International Conference on Intelligence and Safety for Robotics,,,,,Qualis 2017-2020,,,,
CompID900820,ISRR,International Symposium on Robotics Research,,,,,Qualis 2017-2020,,,,
CompID900821,ISS,ACM International Conference on Interactive Surfaces and Spaces,,,,,Qualis 2017-2020,,,,
CompID900822,ISSA,Information Security for South Africa,,,,,Qualis 2017-2020,,,,
CompID900823,ISSCC,IEEE International Solid-State Circuits Conference,,,,,Qualis 2017-2020,,,,
CompID900824,ISSI,International Society of Scientometrics and Informetrics Conference,,,,,Qualis 2017-2020,,,,
CompID900825,ISSRE,IEEE International Symposium on Software Reliability Engineering,,,,,Qualis 2017-2020,,,,
CompID900826,ISSREW,IEEE International Symposium on Software Reliability Engineering Workshops,,,,,Qualis 2017-2020,,,,
CompID900827,ISSTA,International Symposium on Software Testing and Analysis,,,,,Qualis 2017-2020,,,,
CompID900828,ISTAR,International i*Workshop,,,,,Qualis 2017-2020,,,,
CompID900829,ISVC,International Symposium on Visual Computing,,,,,Qualis 2017-2020,,,,
CompID900830,ISVLSI,IEEE Computer Society Annual Symposium on VLSI,,,,,Qualis 2017-2020,,,,
CompID900831,ISW,Information Security Conference,,,,,Qualis 2017-2020,,,,
CompID900832,ISWC,International Semantic Web Conference,,,,,Qualis 2017-2020,,,,
CompID900833,ISWCS,International Symposium on Wireless Communication Systems,,,,,Qualis 2017-2020,,,,
CompID900834,ITC,International Test Conference,,,,,Qualis 2017-2020,,,,
CompID900835,ITCS,Conference on Innovations in Theoretical Computer Science,,,,,Qualis 2017-2020,,,,
CompID900836,ITDRR,Information Technology in Disaster Risk Reduction,,,,,Qualis 2017-2020,,,,
