Sigla,Ano Dados,Nome do evento,Siglas Alternativas,Nomes Alternativos,Sociedade,Avaliação SBC,SBC-CE,Origem Cadastro,Anais,SOL ID,GS ID,DBLP ID
SOSE,2025,IEEE International Symposium on Service-Oriented System Engineering,,IEEE International Conference on Systems of Systems Engineering|nan,,Top10,CE-SI,Qualis 2017-2020|SBC CE-2024,,,TThVqfDwD3QJ,sysose
SoSEC,2025,IEEE Annual System of Systems Engineering Conference,,,,,,Qualis 2017-2020,,,,
SOSP,2025,ACM Symposium on Operating Systems Principles,,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,,sosp
SOSR,2025,Symposium on Software Defined Networking Research,,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,,sosr
SOUPS,2025,Symposium On Usable Privacy and Security,,nan,,Top20,CE-SEG,Qualis 2017-2020|SBC CE-2024,,,d6VxAyLWqWgJ,soups
SoWeMi,2025,International Workshop on Mining the Social Web,,nan,,Recommended,CE-SI,Qualis 2017-2020|SBC CE-2024,,,,
SPAA,2025,ACM Symposium on Parallelism in Algorithms and Architectures,,nan,,Top20,CE-ACPAD|CE-RESD,Qualis 2017-2020|SBC CE-2024,,,siTGI384Pw4J,spaa
SpaCCS,2025,"International Conference on Security, Privacy and Anonymity in Computation, Communication and Storage",,,,,,Qualis 2017-2020,,,,
SPACE,2025,"International Conference on Security, Privacy, and Applied Cryptography Engineering",,,,,,Qualis 2017-2020,,,,
SpatialBigData,2025,Spatial Big Data and Machine Learning in GIScience,,nan,,Recommended,CE-Geoinformatica,Qualis 2017-2020|SBC CE-2024,,,,
SpatialGems,2025,ACM SIGSPATIAL International Workshop on Spatial Gems,,,,,,Qualis 2017-2020,,,,
SPIRE,2025,International Symposium on String Processing and Information Retrieval,,nan,,Recommended,CE-BD,Qualis 2017-2020|SBC CE-2024,,,,spire
SPLASH,2025,"ACM SIGPLAN Conference on Systems, Programming, Languages, and Applications: Software for Humanity",,,,,,Qualis 2017-2020,,,,
SPLC,2025,International Software Product Line Conference,,nan,,Recommended,CE-ES,Qualis 2017-2020|SBC CE-2024,,,d7uBCzQUspcJ,splc
SPM,2025,"International Conference on Signal, Image Processing and Multimedia",,,,,,Qualis 2017-2020,,,,
SpringSim,2025,Spring Simulation Conference,,,,,,Qualis 2017-2020,,,,
SRDS,2025,IEEE Symposium on Reliable Distributed Systems,,Symposium on Reliable Distributed Systems|nan,,Top10,CE-RESD|CE-SEG|CE-TF,Qualis 2017-2020|SBC CE-2024,,,jMvtRj_Yg6wJ,srds
SSBSE,2025,International Symposium on Search Based Software Engineering,,nan,,Recommended,CE-ES,Qualis 2017-2020|SBC CE-2024,,,,ssbse
SSCC,2025,International Symposium on Security in Computing and Communications,,nan,,Recommended,CE-SEG,Qualis 2017-2020|SBC CE-2024,,,pGU5_1oxcy0J,sscc
SSCI,2025,IEEE Symposium Series on Computational Intelligence,,nan,,Recommended,CE-IC,Qualis 2017-2020|SBC CE-2024,,,c3DqEnruQwEJ,ssci
SSDBM,2025,International Conference on Scientific and Statistical Database Management,,nan,,Top10,CE-BD|CE-Geoinformatica,Qualis 2017-2020|SBC CE-2024,,,w_KC2fvJJQEJ,ssdbm
SSIAI,2025,Southwest Symposium on Image Analysis and Interpretation,,,,,,Qualis 2017-2020,,,,
SSPR,2025,International Workshop on Structural and Syntactic Pattern Recognition,,,,,,Qualis 2017-2020,,,,
SSRR,2025,"International Symposium on Safety, Security and Rescue Robotics",,nan,,Top20,CE-R,Qualis 2017-2020|SBC CE-2024,,,in-bLtIuMBYJ,
SSTD,2025,International Symposium on Spatial and Temporal Databases,,nan,,Top20,CE-BD|CE-Geoinformatica,Qualis 2017-2020|SBC CE-2024,,,,ssd
STACS,2025,Symposium on Theoretical Aspects of Computer Science,,nan,,Top10,CE-ACO,Qualis 2017-2020|SBC CE-2024,,,BmGC50v8VqkJ,stacs
STIL,2025,Brazilian Symposium in Information and Human Language Technology,,Simpósio Brasileiro de Tecnologia da Informação e da Linguagem Humana|nan,,Top10,CE-BD|CE-PLN,Qualis 2017-2020|SBC CE-2024,,stil,,stil
STOC,2025,ACM Symposium on Theory of Computing,,nan,ACM,Top10,CE-ACO,Qualis 2017-2020|SBC CE-2024,,,t-147h7Cn5cJ,stoc
SUGARLOAFPLOP,2025,Latin American Conference on Pattern Languages of Programs,,,,,,Qualis 2017-2020,,,,
SUI,2025,Symposium on Spatial User Interaction,,nan,,Top10,CE-IHC|CE-RV,Qualis 2017-2020|SBC CE-2024,,,pUIVy52VbeEJ,sui
SUM,2025,International Conference on Scalable Uncertainty Management,,,,,,Qualis 2017-2020,,,,
SustainIT,2025,Conference on Sustainable Internet and ICT for Sustainability,,nan,,Recommended,CE-IHC,Qualis 2017-2020|SBC CE-2024,,,,ifip6-3
SVR,2025,Symposium on Virtual and Augmented Reality,,SBC Symposium on Virtual and Augmented Reality|nan,,Top10,CE-IHC|CE-RV,Qualis 2017-2020|SBC CE-2024,,,Y15SCgN8Um8J,svr
SWAT,2025,Scandinavian Workshop on Algorithm Theory,,nan,,Recommended,CE-ACO,Qualis 2017-2020|SBC CE-2024,,,IyEy51GZdIUJ,swat
SWQD,2025,Conference Software Quality Days,,nan,,Recommended,CE-ES,Qualis 2017-2020|SBC CE-2024,,,,swqd
SYSCON,2025,IEEE International Systems Conference,,,,,,Qualis 2017-2020,,,,
SYSTOL,2025,Conference on Control and Fault-Tolerant Systems,,nan,,Top20,CE-TF,Qualis 2017-2020|SBC CE-2024,,,y8-AwXJ0Me0J,systol
TABLEAUX,2025,International Conference on Automated Reasoning with Analytic Tableaux and Related Methods,,nan,,Top10,CE-L,Qualis 2017-2020|SBC CE-2024,,,,tableaux
TAC,2025,Text Analysis Conference,,nan,,Top20,CE-PLN,Qualis 2017-2020|SBC CE-2024,,,,tac
TACAS,2025,International Conference on Tools and Algorithms for the Construction and Analysis of Systems,,nan,,Top10,CE-MF,Qualis 2017-2020|SBC CE-2024,,,_zC9HnSttFIJ,
TAPAS,2025,Workshop on Tools for Automatic Program Analysis,,,,,,Qualis 2017-2020,,,,
TAROS,2025,Conference Towards Autonomous Robotics Systems,,Towards Autonomous Robotics Systems|nan,,Recommended,CE-R,Qualis 2017-2020|SBC CE-2024,,,3_Q6Rsb1TloJ,
TASE,2025,Theoretical Aspects of Software Engineering,,nan,,Top20,CE-MF,Qualis 2017-2020|SBC CE-2024,,,WZLpmXhRGDcJ,
TCC,2025,Theory of Cryptography,,nan,,Top20,CE-SEG,Qualis 2017-2020|SBC CE-2024,,,JP81m6yJpiEJ,tcc
TechDebt,2025,International Conference on Technical Debt,,nan,,Top20,CE-ES,Qualis 2017-2020|SBC CE-2024,,,,icse
TEEM,2025,Technological Ecosystems for Enhancing Multiculturality,,,,,,Qualis 2017-2020,,,,
TEI,2025,"International Conference on Tangible, Embedded and Embodied Interaction",,"ACM International Conference on Tangible, Embedded and Embodied Interactions|International Conference on Tangible, Embedded, and Embodied Interaction|nan",,Top20,CE-IHC|CE-RV|CE-SC,Qualis 2017-2020|SBC CE-2024,,,KRPnqF5qBUgJ,tei
TextGraphs,2025,Workshop on Graph-based Methods for Natural Language Processing,,,,,,Qualis 2017-2020,,,,
TIMBRE,2025,Interdisciplinary Workshop on Timbre,,nan,,Recommended,CE-CM,Qualis 2017-2020|SBC CE-2024,,,,
TISE,2025,Congreso Internacional de Informática Educativa,,nan,,Recommended,CE-IE,Qualis 2017-2020|SBC CE-2024,,,,
TPDL,2025,International Conference on Theory and Practice of Digital Libraries,,,,,,Qualis 2017-2020,,,,
TREC,2025,Text Retrieval Conference,,nan,,Recommended,CE-PLN,Qualis 2017-2020|SBC CE-2024,,,NVceRfB9aaoJ,trec
TRUST,2025,International Workshop on Trust in Agent societies,,,,,,Qualis 2017-2020,,,,
TRUSTCOM,2025,"International Conference on Trust, Security and Privacy in Computing and Communications",,"IEEE International Conference on Trust, Security and Privacy in Computing and Communications|nan",,Top20,CE-SEG,Qualis 2017-2020|SBC CE-2024,,,eMr22KXtlXcJ,trustcom
TSD,2025,"International Conference on Text, Speech and Dialogue",,"International Conference on Text, Speech and Dialog|nan",,Top20,CE-PLN,Qualis 2017-2020|SBC CE-2024,,,wfD8vcltKiQJ,tsd
TVX,2025,ACM International Conference on Interactive Experiences for TV and Online Video,,nan,,Recommended,CE-IHC,Qualis 2017-2020|SBC CE-2024,,,,tvx
UAI,2025,Conference on Uncertainty in Artificial Intelligence,,nan,,Top10,CE-IA|CE-IC,Qualis 2017-2020|SBC CE-2024,,,xLfkTVI4LkMJ,uai
UBICOMM-IARIA,2025,"IARIA International Conference on Mobile Ubiquitous Computing, Systems, Services and Technologies",,,,,,Qualis 2017-2020,,,,
UbiComp,2025,ACM International Joint Conference on Pervasive and Ubiquitous Computing,,ACM Conference on Pervasive and Ubiquitous Computing|Pervasive and Ubiquitous Computing|nan,,Top20,CE-IA|CE-IHC|CE-RESD|CE-RV|CE-WEBMEDIA,Qualis 2017-2020|SBC CE-2024,,,K6EHRjh8bWIJ,huc
UBIMUS,2025,Workshop de Música Ubíqua,,nan,,Recommended,CE-CM,Qualis 2017-2020|SBC CE-2024,,,,
UCAMI,2025,International Conference on Ubiquitous Computing and Ambient Intelligence,,,,,,Qualis 2017-2020,,,,
UCC,2025,IEEE/ACM International Conference on Utility and Cloud Computing,,nan,,Recommended,CE-ACPAD|CE-BD|CE-RESD,Qualis 2017-2020|SBC CE-2024,,,gCzn4TRHFGQJ,ucc
UIC,2025,IEEE International Conference on Ubiquitous Intelligence and Computing,,,,,,Qualis 2017-2020,,,,
UIST,2025,ACM User Interface Software Technology Symposium,,ACM Symposium on User Interface Software and Technology|nan,,Top10,CE-IHC|CE-RV,Qualis 2017-2020|SBC CE-2024,,,vl9z3BzoXrgJ,uist
UKSIM,2025,International Conference on Computer Modelling and Simulation,,,,,,Qualis 2017-2020,,,,
UMAP,2025,"International Conference on User Modeling, Adaptation and Personalization",,"International Conference on User Modeling (UM)|International Conference on User Modeling, Adaptation and Personalization (UMAP)|User Modeling, Adaptation and Personalization Conference|User Modeling, Adaptation, and Personalization|nan",,Recommended,CE-IE|CE-IHC|CE-RV|CE-SI|CE-WEBMEDIA,Qualis 2017-2020|SBC CE-2024,,,jtXTIwcBWV8J,um
UNET,2025,International Symposium on Ubiquitous Networking,,,,,,Qualis 2017-2020,,,,
UNIF,2025,International Workshop on Unification,,,,,,Qualis 2017-2020,,,,
UR,2025,International Conference on Ubiquitous Robots and Ambient Intelligence,,nan,,Recommended,CE-R,Qualis 2017-2020|SBC CE-2024,,,cTek1BiAOX4J,
USENIX Security,2025,USENIX Security Symposium,,nan,,Top10,CE-RESD|CE-SEG,Qualis 2017-2020|SBC CE-2024,,,HSHJIaLyN9IJ,uss
USIHC,2025,Congresso Internacional de Ergonomia e Usabilidade de Interfaces Humano Computador,,nan,,Recommended,CE-IHC|CE-RV,Qualis 2017-2020|SBC CE-2024,,,,
UTP,2025,International Symposium on Unifying Theories of Programming,,,,,,Qualis 2017-2020,,,,
VALUETOOLS,2025,EAI International Conference on Performance Evaluation Methodologies and Tools,,,,,,Qualis 2017-2020,,,,
VAMOS,2025,International Workshop on Variability Modelling of Software-intensive Systems,,nan,,Top20,CE-ES,Qualis 2017-2020|SBC CE-2024,,,,vamos
VarDial,2025,"Workshop on NLP for Similar Languages, Varieties and Dialects",,,,,,Qualis 2017-2020,,,,
VAST,2025,IEEE Conference on Visual Analytics Science and Technology,,IEEE Visual Analytics Science and Technology|nan,,Recommended,CE-RV,Qualis 2017-2020|SBC CE-2024,,,,ieeevast
VCIP,2025,IEEE International Conference on Visual Communications and Image Processing,,,,,,Qualis 2017-2020,,,,
VECIMS/CIVEMSA,2025,IEEE International Conference on Virtual Environments Human-Computer Interfaces and Measurement Systems,,nan,,Recommended,CE-IHC,Qualis 2017-2020|SBC CE-2024,,,SE0J8GWI_bcJ,vecims
VECPAR,2025,International Meeting on High Performance Computing for Computational Science,,,,,,Qualis 2017-2020,,,,
VEE,2025,International Conference on Virtual Execution Environments,,nan,,Top20,CE-LP,Qualis 2017-2020|SBC CE-2024,,,,vee
VEM,2025,"Workshop on Software Visualization, Evolution and Maintenance",,nan,,Top20,CE-ES,Qualis 2017-2020|SBC CE-2024,,,,vem
Videojogos,2025,Conference on Videogame Sciences and Arts,,International Conference on Videogame Sciences and Arts|nan,,Recommended,CE-JOGOS,Qualis 2017-2020|SBC CE-2024,,,,
VISAPP,2025,International Conference on Computer Vision Theory and Applications,,nan,,Top20,CE-CAS|CE-GRAPI|CE-RV,Qualis 2017-2020|SBC CE-2024,,,ljGmmUmHfUwJ,visapp
VISIGRAPP,2025,"Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",,,,,,Qualis 2017-2020,,,,
VISSOFT,2025,IEEE Working Conference on Software Visualization,,nan,,Recommended,CE-ES|CE-IHC,Qualis 2017-2020|SBC CE-2024,,,,vissoft
VLDB,2025,International Conference on Very Large Data Bases,,nan,,Top10,CE-BD,Qualis 2017-2020|SBC CE-2024,,,,
VLHCC,2025,IEEE Symposium on Visual Languages and Human-Centric Computing,,nan,,Recommended,CE-ES,Qualis 2017-2020|SBC CE-2024,,,PDH_h8gpFWsJ,vl
VLSI,2025,International Conference on Very Large Scale Integration,,,,,,Qualis 2017-2020,,,,
VLSI-DAT,2025,"International Symposium on VLSI Design, Automation and Test",,nan,,Recommended,CE-CCI,Qualis 2017-2020|SBC CE-2024,,,SOMKtO20fWEJ,vlsi-dat
VLSI-SOC,2025,IEEE/IFIP International Conference on VLSI and System-on-Chip,,nan,,Top10,CE-ACPAD|CE-CCI|CE-ESC,Qualis 2017-2020|SBC CE-2024,,,0lu0mPyqVXAJ,vlsi
VLSID,2025,International Conference on VLSI Design,,nan,,Recommended,CE-CCI,Qualis 2017-2020|SBC CE-2024,,,ouDl0FhpZQ8J,vlsid
VMV,2025,"Vision, Modeling & Visualization",,"International Symposium on Vision, Modeling and Visualization|nan",,Recommended,CE-RV,Qualis 2017-2020|SBC CE-2024,,,,vmv
VNC,2025,IEEE Vehicular Networking Conference,,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,Uiuel-P8PcAJ,vnc
VOILA,2025,Visualization and Interaction for Ontologies and Linked Data,,,,,,Qualis 2017-2020,,,,
VR,2025,IEEE Virtual Reality Conference,,IEEE Conference on Virtual Reality and 3D User Interfaces,,Top10,CE-RV,Qualis 2017-2020|SBC CE-2024,,,muc8DCDEiWcJ,vr
VRCAI,2025,International Conference on Virtual Reality Continuum and its Applications,,nan,,Top10,CE-RV,Qualis 2017-2020|SBC CE-2024,,,_ClHVElQWS8J,vrcai
VRST,2025,ACM Symposium on Virtual Reality Software and Technology,,ACM Virtual Reality Software and Technology|nan,,Top10,CE-GRAPI|CE-IHC|CE-RV,Qualis 2017-2020|SBC CE-2024,,,QFdzrecfz8sJ,vrst
VS-Games,2025,International Conference on Virtual Worlds and Games for Serious Applications,,Foi incorporada pela IEEE CoG H5 31,,Top20,CE-JOGOS,Qualis 2017-2020|SBC CE-2024,,,GW3dXd7lzJ8J,vsgames
VSMM,2025,International Conference on Virtual Systems and MultiMedia,,,,,,Qualis 2017-2020,,,,
VTC,2025,Vehicular Technology Conference,,IEEE Vehicular Technology Conference|nan,,Recommended,CE-GRAPI|CE-RESD,Qualis 2017-2020|SBC CE-2024,,,Y0aL1yWCdxkJ,vtc
VTS,2025,IEEE VLSI Test Symposium,,VLSI Test Symposium|nan,,Recommended,CE-CCI,Qualis 2017-2020|SBC CE-2024,,,JTdOipGTjv4J,vts
W2GIS,2025,International Symposium Web and Wireless Geographical Information Systems,,,,,,Qualis 2017-2020,,,,
W4A,2025,Conference on Web Accessibility,,International Cross-Disciplinary Conference on Web Accessibility|nan,,Recommended,CE-IHC,Qualis 2017-2020|SBC CE-2024,,,TXeN4Nn46qQJ,w4a
WABI,2025,Workshop on Algorithms in Bioinformatics,,nan,,Top10,CE-BioComp,Qualis 2017-2020|SBC CE-2024,,,HnP0m-BVIUMJ,
WAC,2025,Web Audio Conference,,nan,,Top20,CE-CM,Qualis 2017-2020|SBC CE-2024,,,,
WACV,2025,Workshop on Applications of Computer Vision,,Winter Conference on Applications of Computer Vision|nan,,Recommended,CE-GRAPI|CE-RV,Qualis 2017-2020|SBC CE-2024,,,uo-zCIky-iEJ,wacv
WADS,2025,Algorithms and Data Structures Symposium,,nan,,Top20,CE-ACO,Qualis 2017-2020|SBC CE-2024,,,WuJ205lBDckJ,wads
WAFR,2025,Workshop on the Algorithmic Foundations of Robotics,,,,,,Qualis 2017-2020,,,,
WAIHCWS,2025,Workshop sobre Aspectos da Interação Humano-Computador para a Web Social,,nan,,Recommended,CE-IHC,Qualis 2017-2020|SBC CE-2024,,waihcws,,
WALCOM,2025,International Workshop on Algorithms and Computation,,nan,,Recommended,CE-ACO,Qualis 2017-2020|SBC CE-2024,,,Qm-_RD142XUJ,walcom
WAlgProg,2025,"Workshop de Ensino em Pensamento Computacional, Algoritmos e Programação",,,,,,Qualis 2017-2020,,,,
WAOA,2025,Workshop on Approximation and Online Algorithms,,nan,,Recommended,CE-ACO,Qualis 2017-2020|SBC CE-2024,,,,waoa
WASHES,2025,"Workshop sobre Aspectos Sociais, Humanos e Econômicos de Software",,nan,,Top10,CE-ES|CE-IHC|CE-SC|CE-SI,Qualis 2017-2020|SBC CE-2024,,washes,,
WASPAA,2025,IEEE Workshop on Applications of Signal Processing to Audio and Acoustics,,nan,,Top10,CE-CM,Qualis 2017-2020|SBC CE-2024,,,,
WASSA,2025,"Workshop on Computational Approaches to Subjectivity, Sentiment and Social Media Analysis",,,,,,Qualis 2017-2020,,,,
WAVE,2025,Workshop on Advanced Virtual Environments and Education,,,,,,Qualis 2017-2020,,,,
WBL,2025,Workshop Brasileiro de Lógica,,nan,,Recommended,CE-L,Qualis 2017-2020|SBC CE-2024,,,,
WBMA,2025,Workshop Brasileiro de Métodos Ágeis,,nan,,Recommended,CE-ES,Qualis 2017-2020|SBC CE-2024,,,,wbma
WCAMA,2025,Workshop de Computação Aplicada à Gestão do Meio Ambiente e Recursos Naturais,,nan,,Recommended,CE-SI,Qualis 2017-2020|SBC CE-2024,,wcama,,
WCAS,2025,Workshop on Circuits and Systems Design,,Workshop on Circuits and System Design|nan,,Recommended,CE-CCI,Qualis 2017-2020|SBC CE-2024,,,,
WCBIE,2025,Workshops do Congresso Brasileiro de Informática na Educação,,,,,,Qualis 2017-2020,,,,
WCCE,2025,IFIP World Conference on Computers in Education,,nan,,Recommended,CE-IE,Qualis 2017-2020|SBC CE-2024,,,,wcce
WCCI,2025,IEEE World Congress on Computational Intelligence,,,,,,Qualis 2017-2020,,,,
WCGE,2025,Workshop de Computação Aplicada ao Governo Eletrônico,,Workshop de Computação Aplicada em Governo Eletrônico|nan,,Recommended,CE-SI,Qualis 2017-2020|SBC CE-2024,,wcge,,
WCGO,2025,World Congress on Global Optimization,,,,,,Qualis 2017-2020,,,,
WCISC,2025,Workshop on Computational Intelligence and Smart Cities,,,,,,Qualis 2017-2020,,,,
WCN,2025,Workshop on Cloud Networks,,,,,,Qualis 2017-2020,,,,
WCNC,2025,IEEE Wireless Communications and Networking Conference,,nan,,Recommended,CE-ESC|CE-RESD,Qualis 2017-2020|SBC CE-2024,,,,wcnc
WCNCW,2025,IEEE Wireless Communications and Networking Conference Workshops,,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,fw0ZUVavHdsJ,wcncw
WCNPS,2025,Workshop on Communication Networks and Power Systems,,,,,,Qualis 2017-2020,,,,
WCX,2025,SAE World Congress Experience,,,,,,Qualis 2017-2020,,,,
WD,2025,Wireless Days Conference,,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,AFnewPQslXYJ,wd
WDES,2025,"Workshop on Distributed Software Development, Software Ecosystems and Systems-of-Systems",,nan,,Recommended,CE-ES,Qualis 2017-2020|SBC CE-2024,,,,sessos
WEB3D,2025,International Conference on 3D Web Technology,,nan,,Top10,CE-RV,Qualis 2017-2020|SBC CE-2024,,,AI-4Soe4vNMJ,vrml
Web4All,2025,International Web for All Conference,,nan,,Top20,CE-WEBMEDIA,Qualis 2017-2020|SBC CE-2024,,,,
WEBDB,2025,International Workshop on the Web and Databases,,,,,,Qualis 2017-2020,,,,
WEBIST,2025,International Conference on Web Information Systems and Technologies,,nan,,Top20,CE-BD|CE-IHC|CE-SI,Qualis 2017-2020|SBC CE-2024,,,0oQi0-PzQ8sJ,webist
WEBMEDIA,2025,Brazilian Symposium on Multimedia and the Web,,Brazilian Symposium on Multimedia and Web|SBC Simpósio Brasileiro de Sistemas Multimídia e Web|nan,,Top10,CE-IHC|CE-RV|CE-WEBMEDIA,Qualis 2017-2020|SBC CE-2024,,webmedia,EL-07Zfxn_kJ,webmedia
WEBSCI,2025,ACM Web Science Conference,,ACM Web Science Conference|Web Science Conference,,Recommended,CE-SI,Qualis 2017-2020|SBC CE-2024,,,bjjY0KRB7JIJ,websci
WEI,2025,Workshop sobre Educação em Computação,,nan,,Top10,CE-EDUCOMP,Qualis 2017-2020|SBC CE-2024,,wei,-eLSF6KffKgJ,
WER,2025,Workshop on Requirements Engineering,,Workshop de Engenharia de Requisitos|Workshp de Engenharia de Requisitos,,Top20,CE-ES,Qualis 2017-2020|SBC CE-2024,,,OEzTeItQGVAJ,wer
WESB,2025,Workshop de Engenharia de Software Baseada em Busca,,,,,,Qualis 2017-2020,,,,
WETICE,2025,IEEE International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises,,nan,,Recommended,CE-ACPAD|CE-SC,Qualis 2017-2020|SBC CE-2024,,,kYDZP1q0-MAJ,wetice
WF-IoT,2025,IEEE World Forum on Internet of Things,,World Forum on Internet of Things|nan,,Top20,CE-ESC|CE-RESD,Qualis 2017-2020|SBC CE-2024,,,gSjQo1cwB88J,wf-iot
WFCS,2025,IEEE World Conference on Factory Communication Systems,,nan,,Recommended,CE-ESC,Qualis 2017-2020|SBC CE-2024,,,UpYWQKAQb9IJ,wfcs
WG,2025,International Workshop on Graph-Theoretic Concepts in Computer Science,,nan,,Top10,CE-ACO,Qualis 2017-2020|SBC CE-2024,,,bEdEBGLFMMoJ,wg
WGRS,2025,Workshop de Gerência e Operação de Redes e Serviços,,,,,,Qualis 2017-2020,,,,
WHISPERS,2025,Workshop on Hyperspectral Image and Signal Processing: Evolution in Remote Sensing,,Workshop on Hyperspectral Imaging and Signal Processing: Evolution in Remote Sensing|nan,,Recommended,CE-GRAPI,Qualis 2017-2020|SBC CE-2024,,,b0D8OCdsIgcJ,whispers
