cs_id,name,acronym,version,created_at,updated_at
900373,International Conference on Electronic Government and the Information Systems Perspective,EGOVIS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900374,ACM SIGCHI Symposium on Engineering Interactive Computing Systems,EICS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900375,International Conference on Electro Information Technology,EIT,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900376,International Conference on Information Modeling and Knowledge,EJC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900377,International Workshop on the Use of GIS in Emergency Management,EM-GIS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900378,International Workshop on Engineering Multiagent Systems,EMAS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900379,Annual International Conference of the IEEE Engineering in Medicine and Biology Society,EMBC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900380,International Conference on Biomedical and Health Informatics,BHI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900381,Conference on Empirical Methods in Natural Language Processing,EMNLP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900382,International Conference on Evolutionary Multi-Criterion Optimization,EMO,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900383,ACM International Conference on Embedded Software,EMSOFT,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900384,Encontro Nacional da Associação Nacional de Pós-Graduação e Pesquisa em Administração,ENANPAD,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900385,International Conference on Evaluation of Novel Approaches to Software Engineering,ENASE,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900386,ACM CoNEXT Workshop on Emerging in-Network Computing Paradigms,ENCP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900387,Encontro Nacional de Inteligencia Artificial e Computacional,ENIAC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900388,Portuguese Conference on Artificial Intelligence,EPIA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900389,International Conference on Conceptual Modeling,ER,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900390,Congresso Internacional de Ergonomia e Usabilidade de Interfaces Humano Tecnológica,Ergodesign,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900391,European Symposium on Algorithms,ESA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900392,"European Symposium on Artificial Neural Networks, Computational Intelligence and Machine Learning",ESANN,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900393,IEEE International Conference on e-Science,ESCIENCE,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900394,Workshop Latinoamericano de Ingeniería de Software Experimental,ESELAW,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900395,ACM/IEEE International Symposium on Empirical Software Engineering and Measurement,ESEM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900396,European Conference on Service-Oriented and Cloud Computing,ESOCC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900397,European Symposium on Programming,ESOP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900398,European Symposium on Research in Computer Security,ESORICS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900399,European Solid State Circuits Conference,ESSCIRC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900400,European Solid State Device Research Conference,ESSDERC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900401,Extended Semantic Web Conference,ESWC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900402,European Semantic Web Conference,ESWS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900403,Encontro de Teoria da Computação,ETC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900404,IEEE International Conference on Emerging Technologies and Factory Automation,ETFA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900405,ACM Symposium on Eye Tracking Research & Applications,ETRA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900406,IEEE European Test Symposium,ETS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900407,IEEE/IFIP International Conferences on Embedded and Ubiquitous Computing,EUC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900408,European Conference on Networks and Communications,EuCNC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900409,European Conference on Multi-Agent Systems,EUMAS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900410,European Conference on Operational Research,EURO,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900411,"European Conference on Combinatorics, Graph Theory and Applications",EUROCOMB,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900412,International Conference on Theory and Applications of Cryptographic Techniques,EUROCRYPT,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900413,European Association for Computer Graphics,EUROGRAPHICS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900414,Eurohaptics,EUROHAPTICS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900415,European MPI Users Group Meeting,EuroMPI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900416,European Conference on Parallel Computing,EUROPAR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900417,European Conference on Pattern Languages of Programs,EuroPloP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900418,European Conference on Software Process Improvement,EuroSPI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900419,European Conference on Computer Systems,EUROSYS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900420,EG/VGTC Conference on Visualization,EuroVis,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900421,Conference of the European Society for Fuzzy Logic and Technology,EUSFLAT,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900422,European Signal Processing Conference,EUSIPCO,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900423,European Conference on the Applications of Evolutionary Computation,EVOAPPLICATIONS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900424,European Conference on Evolutionary Computation in Combinatorial Optimization,EVOCOP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900425,Embedded Word Conference,EWC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900426,European Workshop on Software Defined Networks,EWSDN,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900427,European Conference on Wireless Sensor Networks,EWSN,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900428,Experiment@ International Conference,EXP.AT,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900429,International Conference on Formal Aspects of Component Software,FACS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900430,International Conference on Fundamental Approaches to Software Engineering,FASE,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900431,USENIX Conference on File and Storage Technologies,FAST,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900432,International Conference on Financial Cryptography and Data Security,FC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900433,IEEE Annual International Symposium on Field-Programmable Custom Computing Machines,FCCM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900434,International Symposium on Fundamentals of Computation Theory,FCT,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900435,International Conference on Fuzzy Computation Theory and Applications,FCTA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900436,Foundations of Digital Games,FDG,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900437,Forum on Specification and Design Languages,FDL,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900438,International Conference on Frontiers in Education: Computer Science and Computer Engineering,FECS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900439,Federated Conference on Computer Science and Information Systems,FEDCSIS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900440,IEEE International Conference on Automatic Face and Gesture Recognition,FGR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900441,International Conference on Future Internet of Things and Cloud,FiCloud,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900442,IEEE Frontiers in Education Conference,FIE,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900443,International Conference on Forntiers of Information Technology,FIT,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900444,International Florida Artificial Intelligence Conference,FLAIRS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900445,International Symposium on Functional and Logic Programming,FLOPS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900446,International Symposium on Formal Methods,FM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900447,International Conference on Formal Methods in Computer-Aided Design,FMCAD,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900448,IEEE Annual Symposium on Foundations of Computer Science,FOCS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900449,International Conference on Formal Ontology in Information Systems,FOIS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900450,International Conference on Formal Methods in Software Engineering,FormaliSE,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900451,International Workshop on Feature-Oriented Software Development,FOSD,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900452,International Conference on Foundations of Software Science and Computation Structures,FoSSaCS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900453,Symposium on Field Programmable Gate Arrays,FPGA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900454,International Conference on Field-Programmable Logic and Applications,FPL,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900455,IEEE International Conference on Field-Programmable Technology,FPT,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900456,International Symposium on Frontiers of Combining Systems,FROCOS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900457,International Conference on Formal Structures for Computation and Deduction,FSCD,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900458,Fast Software Encryption,FSE,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900459,ACM International Conference on the Foundations of Software Engineering (FSE) ,FSE,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900460,International Conference on Fundamentals of Software Engineering,FSEN,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900461,Conference on Field and Service Robotics,FSR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900462,Future Technologies Conference,FTC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900463,International Conference on Fun with Algorithms,FUN,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900464,International Conference on Information Fusion,FUSION,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900465,IEEE International Conference on Fuzzy Systems,FUZZ,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900466,Conference on Decision and Game Theory for Security,GameSec,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900467,International Workshop on Games and Software Engineering,GAS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900468,International Workshop on Graph-Based Representations in Pattern Recognition,GbRPR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900469,Genetic and Evolutionary Computation Conference,GECCO,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900470,"International Conference on Economics of Grids, Clouds, Systems and Services",GECON,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900471,Global Experimentation for Future Internet,GEFI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900472,"IEEE Games, Entertainment, Media Conference",GEM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900473,International Workshop on AI for Geographic Knowledge Discovery,GeoAI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900474,Geographic Object-based Image Analysis,GEOBIA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900475,Brazilian Symposium on GeoInformatics,GEOINFO,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900476,"IARIA International Conference on Advanced Geographic Information Systems, Applications, and Services",GeoPROCESSING-IARIA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900477,International Workshop on Geospatial Simulation,GeoSim,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900478,Graphics Interface Conference,GI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900479,Global Information Infrastructure and Networking Symposium,GIIS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900480,Workshop on Geographic Information Retrieval,GIR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900481,International Conference on Geographic Information Science,GIScience,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900482,Global Conference on Signal and Information Processing,GLOBALSIP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900483,IEEE Global Communications Conference,GLOBECOM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900484,Great Lakes Symposium on VLSI,GLSVLSI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900485,International Conference on Grid And Pervasive Computing,GPC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900486,ACM International Conference on Generative Programming: Concepts and Experiences,GPCE,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900487,International Conference on Computer Graphics Theory and Applications,GRAPP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900488,IEEE International Conference on Green Computing and Communications,GreenCom,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900489,International Conference on Supporting Group Work,GROUP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900490,Workshop on New Directions in Geovisual Analytics,GVIZ,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900491,International Global Wordnet Conference,GWN,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900492,International Conference on Hybrid Artificial Intelligence Systems,HAIS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900493,IEEE Haptics Symposium,HAPTICS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900494,IEEE International Symposium on High Assurance Systems Engineering,HASE,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900495,AAAI Conference on Human Computation and Crowdsourcing,HCOMP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900496,International Conference on Human-Centered Software Engineering,HCSE,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900497,"IEEE International Conference on E-health Networking, Application & Services",HEALTHCOM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900498,International Conference on Health Informatics,HEALTHINF,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900499,"International Conference on Informatics and Assistive Technologies for Health-Care, Medical Support and Wellbeing",HEALTHINFO,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900500,Hawaii International Conference on System Sciences,HICSS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900501,Workshop on Human-In-the-Loop Data Analytics,HILDA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900502,International Conference on Health Informatics and Medical Systems,HIMS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900503,IEEE International Conference on High Performance Computing,HIPC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900504,International Conference on Hybrid Intelligent Systems,HIS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900505,International Workshop on Hybrid Metaheuristics,HM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900506,IEEE International Symposium on Hardware Oriented Security and Trust,HOST,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900507,ACM Workshop on Hot Topics in Networks,HOTNETS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900508,IEEE International Symposium on High Performance Computer Architecture,HPCA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900509,International Conference on High Performance Computing and Communications,HPCC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900510,International Conference on High Performance Computing & Simulation,HPCS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900511,International Symposium on High Performance Distributed Computing,HPDC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900512,IEEE High Performance Switching and Routing,HPSR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900513,ACM/IEEE International Conference on Human Robot Interaction,HRI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900514,Haskell Symposium,HS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900515,International Conference on Hybrid Systems: Computation and Control,HSCC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900516,ACM Conference on Hypertext and Social Media,HT,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900517,IEEE RAS International Conference on Humanoid Robot,Humanoids,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900519,"International Symposium on Artificial Intelligence, Robotics and Automation in Space",i-SAIRAS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900520,"Interservice/Industry Training, Simulation & Education Conference",I/ITSEC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900521,IEEE International Instrumentation and Measurement Technology Conference,I2MTC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900522,ACM SIGGRAPH Symposium on Interactive 3D Graphics and Games,I3D,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900523,International Conference of the Italian Association for Artificial Intelligence,IAAI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900524,Industry Applications Society Annual Meeting,IAS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900525,IFAC Symposium on Intelligent Autonomous Vehicles,IAV,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900526,Ibero-American Conference on Artificial Intelligence,IBERAMIA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900527,Workshop Iberchip,IBERCHIP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900528,IEEE International Conference on Cloud Engineering,IC2E,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900529,"International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management",IC3K,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900530,International Conference on Algorithms and Architectures for Parallel Processing,ICA3PP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900531,International Conference on Agents and Artificial Intelligence,ICAART,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900532,International Conference on Applied Informatics,ICAI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900533,International Conference on Artificial Intelligence and Soft Computing,ICAISC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900534,International Conference on Artificial Intelligence,ICAIWC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900535,"International Colloquium on Automata, Languages, and Programming",ICALP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900536,IEEE International Conference on Advanced Learning Technologies,ICALT,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900537,International Conference on Artificial Neural Networks,ICANN,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900538,International Conference on Automated Planning and Scheduling,ICAPS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900539,International Conference on Advanced Robotics,ICAR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900540,"International Conference on Automation, Robotics and Applications",ICARA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900541,International Conference on Advanced Robotics and Mechatronics,ICARM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900542,International Conference on Artificial Life and Robotics,ICAROB,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900543,IEEE International Conference on Autonomous Robot Systems and Competitions,ICARSC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900544,"International Conference on Control, Automation, Robotics and Vision",ICARV,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900545,IARIA International Conference on Autonomic and Autonomous Systems,ICAS-IARIA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900546,"IEEE International Conference on Acoustics, Speech and Signal Processing",ICASSP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900547,International Conference on Biometrics,ICB,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900548,IEEE International Conference on Blockchain and Cryptocurrency,ICBC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900549,International Conference on Biomedical Signal and Image Processing,ICBIP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900550,International Conference on Big Knowledge,ICBK,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900551,International Conference on Interactive Collaborative and Blended Learning,ICBL,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900552,IEEE International Conference on Communications,ICC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900553,IEEE International Conference on Control and Automation,ICCA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900554,International Conference on Computational Advances in Bio and Medical Sciences,ICCABS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900555,IEEE/ACM International Conference on Computer-Aided Design,ICCAD,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900556,"International Conference on Control, Automation and Robotics",ICCAR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900557,International Conference on Computational Creativity,ICCC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900558,International Conference on Computing in Civil and Building Engineering,ICCCBE,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900559,International Conference on Computer Communications and Networks,ICCCN,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900560,International Conference on Computer Design,ICCD,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900561,"International Caribbean Conference on Devices, Circuits and Systems",ICCDCS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900562,International Conference on Computers in Education,ICCE-EDU,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900563,"International Conference on Computing, Electronics & Communications Engineering",iCCECE,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900564,International Conference on Computers Helping People with Special Needs,ICCHP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900565,International Conference on Computational Logistics,ICCL2,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900566,IEEE International Conference on Intelligent Computer Communication and Processing,ICCP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900567,International Conference on Computing and Pattern Recognition,ICCPR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900568,International Conference on Cyber-Physical Systems,ICCPS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900569,International Conference on Computational Science,ICCS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900570,International Conference on Computational Science and Its Applications,ICCSA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900571,"International Conference on Communications, Signal Processing, and their Applications",ICCSPA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900572,International Conference on Conceptual Structures,ICCStr,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900573,"International Conference on Computability Theory, Computability and Complexity",ICCTCC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900574,IEEE International Conference on Computer Vision,ICCV,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900575,IEEE International Conference on Computer Vision Workshops,ICCVW,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900576,IEEE International Conference on Communications Workshops,ICCW,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900577,International Conference on Document Analysis and Recognition,ICDAR,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900578,International Conference on Distributed Computing and Networking,ICDCN,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900579,International Conference on Distributed Computing Systems,ICDCS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900580,International Conference on Distributed Computing Systems Workshops,ICDCSW,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900581,IEEE International Conference on Data Engineering,ICDE,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900582,IFIP International Conference on Digital Forensics,ICDF,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900583,International Conference on Digital Information Management,ICDIM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900584,International Conference on Digital Image Processing,ICDIP,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900585,IEEE International Conference on Development and Learning and Epigenetic Robotics,ICDL-EpiRob,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900586,IEEE International Conference on Data Mining,ICDM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900587,IEEE International Conference on Data Mining Workshop,ICDMW,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900588,International Conference on Database Theory,ICDT,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900589,"International Conference on Emerging Trends in Computing, Communication and Nanotechnology",ICE-CCN,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900590,IEEE International Conference on e-Business Engineering,ICEBE,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900591,IFIP International Conference on Entertainment Computing,ICEC,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900592,"IEEE International Conference on Electronics, Circuits and Systems",ICECS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900593,International Conference on eDemocracy & eGovernment,ICEDEG,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900594,International Conference on Theory and Practice of Eletronic Governance,ICEGOV,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900595,International Conference on Enterprise Information Systems,ICEIS,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900596,International Computing Education Research,ICER,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900597,"International Conference of Education, Research and Innovation",ICERI,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900598,International Conference on Formal Concept Analysis,ICFCA,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
900599,International Conference on Formal Engineering Methods,ICFEM,1,2025-09-13T21:56:10.565667,2025-09-13T21:56:10.565667
