comp_id,sigla,nome,siglas_alt,nomes_alt,origem,avaliacao,gs_id,dblp_id,sociedade,ano_dados
CompID900151,CASA,Conference on Computer Animation and Social Agents,CASA,Conference on Computer Animation and Social Agents|International Conference on Computer Animation and Social Agents,Qualis 2017-2020|SBC CE-2024,Top20,,ca,,2025.0
CompID900152,CASCON,Annual International Conference on Computer Science and Software Engineering,,,Qualis 2017-2020,,,,,2025.0
CompID900153,CASE,IEEE Conference on Automation Science and Engineering,CASE,IEEE Conference on Automation Science and Engineering,Qualis 2017-2020|SBC CE-2024,Top10,iJOqTiZA0TgJ.2020,,,2025.0
CompID900154,CASES,"International Conference on Compilers, Architecture, and Synthesis for Embedded Systems",CASES,"Conference on Compilers, Architectures and Synthesis for Embedded Systems|International Conference on Compilers, Architecture, and Synthesis for Embedded Systems",Qualis 2017-2020|SBC CE-2024,Recommended,,cases,,2025.0
CompID900155,CATA,International Conference on Computers and their Applications,,,Qualis 2017-2020,,,,,2025.0
CompID900156,CATE,Computers and Advanced Technology in Education,CATE,Computers and Advanced Technology in Education,Qualis 2017-2020|SBC CE-2024,Recommended,,cate,,2025.0
CompID900157,CAV,International Conference on Computer Aided Verification,CAV,International Conference on Computer Aided Verification,Qualis 2017-2020|SBC CE-2024,Top10,qgBvh59sjMQJ.2019,,,2025.0
CompID900158,CBA,Congresso Brasileiro de Automática,CBA,Congresso Brasileiro de Automática,Qualis 2017-2020|SBC CE-2024,Recommended,dV-L3bCgyPcJ.2024,,,2025.0
CompID900159,CBEB,Congresso Brasileiro de Engenharia Biomédica,CBEB,Congresso Brasileiro de Engenharia Biomédica,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID900160,CBI,IEEE Conference on Business Informatics,CBI,IEEE Conference on Business Informatics,Qualis 2017-2020|SBC CE-2024,Top20,EBKFsSXXhfYJ.2024,cbi,,2025.0
CompID900161,CBIC,Congresso Brasileiro de Inteligência Computacional,CBIC,Brazilian Congress on Computational Intelligence,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID900162,CBIS,Congresso Brasileiro de Informática em Saúde,CBIS,Congresso Brasileiro de Informática em Saúde,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID900163,CBMI,International Workshop on Content-Based Multimedia Indexing,CBMI,International Workshop on Content-Based Multimedia Indexing,Qualis 2017-2020|SBC CE-2024,Recommended,nZ1bm2kqGmUJ.2023,cbmi,,2025.0
CompID900164,CBMS,International Symposium on Computer-Based Medical Systems,CBMS,IEEE International Symposium on Computer-Based Medical Systems|IEEE Symposium on Computer-Based Medical Systems,Qualis 2017-2020|SBC CE-2024,Top10,cFvi1RZjX1gJ.2024,cbms,,2025.0
CompID900165,CBS,IEEE International Conference on Cyborg and Bionic Systems,CBS,Congresso Brasileiro de Sistemas|IEEE International Conference on Cyborg and Bionic Systems,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID900166,CBSF,Congresso Brasileiro de Sistemas Fuzzy,,,Qualis 2017-2020,,,,,2025.0
CompID900167,CBSoft,Brazilian Conference on Software: Theory and Practice,CBSoft,Brazilian Conference on Software: Theory and Practice|Congresso Brasileiro de Software: Teoria e Prática (CBSoft),Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID900168,CBTMS,Congresso Brasileiro de Telemedicina e Telesaúde,CBTMS,Congresso Brasileiro de Telemedicina e Telesaúde,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID900169,CC,International Conference on Compiler Construction,CC,International Conference on Compiler Construction,Qualis 2017-2020|SBC CE-2024,Top10,,cc,,2025.0
CompID900170,CCC,IEEE Conference on Computational Complexity,CCC,IEEE Conference on Computational Complexity,Qualis 2017-2020|SBC CE-2024,Top20,VHvULLS5ORIJ.2024,coco,,2025.0
CompID900171,CCCG,Canadian Conference on Computational Geometry,,,Qualis 2017-2020,,,,,2025.0
CompID900172,CCECE,Canadian Conference on Electrical and Computer Engineering,,,Qualis 2017-2020,,,,,2025.0
CompID900173,CCGRID,"IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing",CCGRID|CCGrid,"IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing|IEEE/ACM International Symposium on Cluster, Cloud, and Grid Computing",Qualis 2017-2020|SBC CE-2024,Top10,,ccgrid,,2025.0
CompID900174,CCNC,Annual IEEE Consumer Communications & Networking Conference,CCNC,Annual IEEE Consumer Communications & Networking Conference,Qualis 2017-2020|SBC CE-2024,Recommended,IzHKIKh35TsJ.2023,ccnc,,2025.0
CompID900175,CCS,ACM Symposium on Computer and Communications Security,CCS,ACM Symposium on Computer and Communications Security,Qualis 2017-2020|SBC CE-2024,Recommended,Pg42P_rbavwJ.2023,ccs,,2025.0
CompID900176,CCSI,Workshop on Core Computations on Spatial Information,CCSI,Workshop on Core Computations on Spatial Information,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID900177,CDC,IEEE Conference on Decision and Control,CDC,IEEE Conference on Decision and Control,Qualis 2017-2020|SBC CE-2024,Recommended,1dJxuEkKfpEJ.2020,,,2025.0
CompID900178,CDH,International Conference on Digital Health,,,Qualis 2017-2020,,,,,2025.0
CompID900179,CDVE,"International Conference on Cooperative Design, Visualization, and Engineering",CDVE,"CDVE - International Conference on Cooperative Design, Visualization, and Engineering",Qualis 2017-2020|SBC CE-2024,Top20,,,,2025.0
CompID900180,CEC,IEEE Congress on Evolutionary Computation,CEC,IEEE Congress on Evolutionary Computation,Qualis 2017-2020|SBC CE-2024,Top10,ThxTsNVxvT8J.2024,cec,,2025.0
CompID900181,CECC,Central European Cybersecurity Conference,,,Qualis 2017-2020,,,,,2025.0
CompID900182,CELDA,Cognition and Exploratory Learning in Digital Age,CELDA,Cognition and Exploratory Learning in Digital Age,Qualis 2017-2020|SBC CE-2024,Recommended,,iadiscelda,,2025.0
CompID900183,CENTERIS,Conference on ENTERprise Information Systems,CENTERIS,Conference on ENTERprise Information Systems|International Conference on Enterprise Information Systems,Qualis 2017-2020|SBC CE-2024,Recommended,,centeris,,2025.0
CompID900184,CESI,International Workshop on Conducting Empirical Studies in Industry,,,Qualis 2017-2020,,,,,2025.0
CompID900185,CF,ACM International Conference on Computing Frontiers,,,Qualis 2017-2020,,,,,2025.0
CompID900186,CGI,Computer Graphics International Conference,CGI,Computer Graphics International Conference,Qualis 2017-2020|SBC CE-2024,Top20,Eta5Rw7ikZgJ.2024,cgi,,2025.0
CompID900187,CGO,International Symposium on Code Generation and Optimization,CGO,International Symposium on Code Generation and Optimization,Qualis 2017-2020|SBC CE-2024,Top10,ol9-bwToVWEJ.2024,cgo,,2025.0
CompID900188,CHASE,International Workshop on Cooperative and Human Aspects of Software Engineering,CHASE,CHASE - International Workshop on Cooperative and Human Aspects of Software Engineering|International Conference on Cooperative and Human Aspects of Software Engineering|International Workshop on Cooperative and Human Aspects of Software Engineering,Qualis 2017-2020|SBC CE-2024,Top20,,,,2025.0
CompID900189,CHES,Conference on Cryptographic Hardware and Embedded Systems,CHES,Conference on Cryptographic Hardware and Embedded Systems|Workshop on Cryptographic Hardware and Embedded Systems,Qualis 2017-2020|SBC CE-2024,Recommended,fxQZq2l4GcMJ.2019,ches,,2025.0
CompID900190,CHI,ACM SIGKDD Conference on Knowledge Discovery and Data Mining,CHI,ACM Conference on Human Factors in Computing Systems|CHI - ACM Conference on Human Factors in Computing Systems,Qualis 2017-2020|SBC CE-2024,Top10,,,,2025.0
CompID900191,CHIIR,Conference on Human Information Interaction and Retrieval,CHIIR,Conference on Human Information Interaction and Retrieval,Qualis 2017-2020|SBC CE-2024,Recommended,,chiir,,2025.0
CompID900192,CHIPlay,ACM SIGCHI Annual Symposium on Computer-Human Interaction in Play,CHIPlay,ACM Annual Symposium on Computer-Human Interaction in Play,Qualis 2017-2020|SBC CE-2024,Top10,,chiplay,,2025.0
CompID900193,CIAC,International Conference on Algorithms and Complexity,CIAC,International Conference on Algorithms and Complexity,Qualis 2017-2020|SBC CE-2024,Recommended,3cSHcC5AA7QJ.2020,ciac,,2025.0
CompID900194,CIARP,Iberoamerican Congress on Pattern Recognition,CIARP,Iberoamerican Congress on Pattern Recognition,Qualis 2017-2020|SBC CE-2024,Top20,-G7ZDWMFougJ.2024,ciarp,,2025.0
CompID900195,CIBCB,IEEE Conference on Computational Intelligence in Bioinformatics and Computational Biology,CIBCB,IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology,Qualis 2017-2020|SBC CE-2024,Top10,ybNREko_Be0J.2019,,,2025.0
CompID900196,CIbSE,Conferencia Iberoamericana de Software Engineering,CIbSE,Conferencia Iberoamericana de Software Engineering|Iberoamerican Conference on Software Engineering,Qualis 2017-2020|SBC CE-2024,Top20,Jh0oWyA5hnEJ.2024,cibse,,2025.0
CompID900197,CIC,International Conference on Collaboration and Internet Computing,CIC,ACM International Conference on Collaboration and Internet Computing,Qualis 2017-2020|SBC CE-2024,Top20,,,,2025.0
CompID900198,CICC,IEEE Custom Integrated Circuits Conference,CICC,IEEE Custom Integrated Circuits Conference,Qualis 2017-2020|SBC CE-2024,Recommended,yHnzH6ndKgwJ.2024,cicc,,2025.0
CompID900199,CICLING,International Conference on Intelligent Text Processing and Computational Linguistics,CICLING|CICLing,International Conference on Intelligent Text Processing and Computational Linguistics,Qualis 2017-2020|SBC CE-2024,Recommended,,cicling,,2025.0
CompID900200,CIDI,Congresso Internacional de Design da Informação,CIDI,Congresso Internacional de Design da Informação,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID900201,CIDM,Symposium on Computational Intelligence and Data Mining,CIDM,Symposium on Computational Intelligence and Data Mining,Qualis 2017-2020|SBC CE-2024,Recommended,,cidm,,2025.0
CompID900202,CIDR,Biennial Conference on Innovative Data Systems Research,CIDR,Biennial Conference on Innovative Data Systems Research,Qualis 2017-2020|SBC CE-2024,Top10,,cidr,,2025.0
CompID900203,CIG,IEEE Conference on Computational Intelligence and Games,CIG,IEEE Conference on Computational Intelligence and Games,Qualis 2017-2020|SBC CE-2024,Recommended,HU8fT-f-Q8YJ.2024,cig,,2025.0
CompID900204,CIKM,ACM International Conference on Information and Knowledge Management,CIKM,ACM International Conference on Information and Knowledge Management,Qualis 2017-2020|SBC CE-2024,Top10,V-IMg2OTpU8J.2024,cikm,,2025.0
CompID900205,CILAMCE,Iberian Latin American Congress on Computational Methods,CILAMCE,Iberian Latin American Congress on Computational Methods|Ibero-Latin American Congress on Computational Methods in Engineering,Qualis 2017-2020|SBC CE-2024,Recommended,lPvkMWc1mQ8J.2024,,,2025.0
CompID900206,CISCI,"Conferencia Iberoamericana en Sistemas, Cibernética e Informática",,,Qualis 2017-2020,,,,,2025.0
CompID900207,CISIS,"International Conference on Complex, Intelligent, and Software Intensive Systems",,,Qualis 2017-2020,,,,,2025.0
CompID900208,CISTI,Iberian Conference on Information Systems and Technologies,CISTI,Iberian Conference on Information Systems and Technologies,Qualis 2017-2020|SBC CE-2024,Recommended,8MjqfFw7-w4J.2024,,,2025.0
CompID900209,CIT,IEEE International Conference on Computer and Information Technology,CIT,IEEE International Conference on Computer and Information Technology|International Conference on Information Technology (ICIT) – Conference on Information Technology (CIT),Qualis 2017-2020|SBC CE-2024,Recommended,,cit,,2025.0
CompID900210,CITS,"International Conference on Computer, Information, and Telecommunication Systems",CITS,"International Conference on Computer, Information, and Telecommunication Systems",Qualis 2017-2020|SBC CE-2024,Recommended,FdZkG8N8jboJ.2024,cits,,2025.0
CompID900211,CL,Corpus Linguistics Conference,CL,Corpus Linguistics Conference,Qualis 2017-2020|SBC CE-2024,Top20,,,,2025.0
CompID900212,CLAIO,Latin-Ibero-American Conference on Operations Research,CLAIO,Latin-Ibero-American Conference on Operations Research,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID900213,CLEF,Conference and Labs of the Evaluation Forum,CLEF,Conference and Labs of the Evaluation Forum,Qualis 2017-2020|SBC CE-2024,Recommended,,clef,,2025.0
CompID900214,CLEI,Conferencia Latinoamericana de Informática,CLEI,Conferencia Latinoamericana En Informatica|Conferencia Latinoamericana En Informatica (CLEI)|Conferencia Latinoamericana de Informática|Conferencia Latinoamericana de Informática / Conferencia Latinoamericana En Informatica|Latin American Computing Conference,Qualis 2017-2020|SBC CE-2024,Recommended,ThEGj_a76ZUJ.2024,clei,,2025.0
CompID900215,CLIHC,Latin American Conference on Human Computer Interaction,CLIHC,Latin American Conference on Human Computer Interaction,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID900216,CLOSER,International Conference on Cloud Computing and Services Science,CLOSER,International Conference on Cloud Computing and Services Science,Qualis 2017-2020|SBC CE-2024,Top20,hltkuBaF_uEJ.2024,closer,,2025.0
CompID900217,CLOUD,IEEE International Conference on Cloud Computing,CLOUD,IEEE International Conference on Cloud Computing,Qualis 2017-2020|SBC CE-2024,Recommended,ioohKoS5imcJ.2024,IEEEcloud,,2025.0
CompID900218,CloudCom,IEEE International Conference on Cloud Computing Technology and Science,CLOUDCOM|CloudCom,"IEEE International Conference on Cloud Computing Technology and Science|IEEE International Conference on Cloud Computing, Technology and Science",Qualis 2017-2020|SBC CE-2024,Recommended,aNZ314HiR4YJ.2024,cloudcom,,2025.0
CompID900219,CLOUDCOMPUTING-IARIA,"IARIA International Conference on Cloud Computing, GRIDs, and Virtualization",,,Qualis 2017-2020,,,,,2025.0
CompID900220,CLOUDDB,IEEE International workshop on Cloud data management,,,Qualis 2017-2020,,,,,2025.0
CompID900221,CloudNet,IEEE International Conference on Cloud Networking,CloudNet,IEEE International Conference on Cloud Networking,Qualis 2017-2020|SBC CE-2024,Recommended,xDYTOighRhwJ.2024,cloudnet,,2025.0
CompID900222,CLOUDTECH,International Conference on Cloud Computing Technologies and Applications,CLOUDTECH,International Conference on Cloud Computing Technologies and Applications|International Conference on Cloud Computing and Artificial Intelligence: Technologies and Applications (CloudTech),Qualis 2017-2020|SBC CE-2024,Recommended,,cloudtech,,2025.0
CompID900223,CLUSTER,IEEE International Conference on Cluster Computing,CLUSTER,IEEE International Conference on Cluster Computing,Qualis 2017-2020|SBC CE-2024,Recommended,55hG19HkCfUJ.2024,cluster,,2025.0
CompID900224,CMMR,International Symposium on Computer Music Multidisciplinary Research,CMMR,International Symposium on Computer Music Multidisciplinary Research,Qualis 2017-2020|SBC CE-2024,Top10,,,,2025.0
CompID900225,CMN,Congress on Numerical Methods in Engineering,CMN,Congress on Numerical Methods in Engineering,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID900226,CNMAC,Congresso Nacional de Matemática Aplicada e Computacional,CNMAC,Congresso Nacional de Matemática Aplicada e Computacional,Qualis 2017-2020|SBC CE-2024,Recommended,,,SBMAC,2025.0
CompID900227,CNS,IEEE Conference on Communications and Network Security,CNS,IEEE Conference on Communications and Network Security,Qualis 2017-2020|SBC CE-2024,Recommended,nZuTYevUj1wJ.2024,cns,,2025.0
CompID900228,CNSM,International Conference on Network and Service Management,CNSM,International Conference on Network and Service Management,Qualis 2017-2020|SBC CE-2024,Recommended,D9Ngi53e3FUJ.2023,cnsm,,2025.0
CompID900229,CoARCH,Workshop On Computing Techniques For Spatio-Temporal Data in Archaeology And Cultural Heritage,CoARCH,Workshop On Computing Techniques For Spatio-Temporal Data in Archaeology And Cultural Heritage,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID900230,COCOA,International Conference on Combinatorial Optimization and Applications,COCOA,International Conference on Combinatorial Optimization and Applications,Qualis 2017-2020|SBC CE-2024,Recommended,xFmuhcLxNaUJ.2024,cocoa,,2025.0
CompID900231,COCOON,International Computing and Combinatorics Conference,COCOON,International Computing and Combinatorics Conference,Qualis 2017-2020|SBC CE-2024,Recommended,nuQnbkFkrG0J.2024,cocoon,,2025.0
CompID900232,CODASPY,ACM Conference on Data and Application Security and Privacy,CODASPY,ACM Conference on Data and Application Security and Privacy,Qualis 2017-2020|SBC CE-2024,Recommended,LWRwHw7mGBMJ.2024,codaspy,,2025.0
